,,Label,Tweet
7.85992E+17,???????,positive,RT @moonnor27: Shia militias crimes ???? ??? ??????? ????? ???????? ????????? ????? ?????????? ? #??????? ??? ??????? ? #??????? ????…
7.85992E+17,???????,positive,???? ???? ?? ????? ???? ?? ??? ??? ??? ????? ???????  #????_????_???_?????_??????
7.85992E+17,???????,positive,RT @12soondos: ??????? ??? ?????? ?????? ????? ??? ???? ???? ??????? ???? ???????? ??? ?????#???_???????_??_??????  https://t.co/ENQ1sPQ…
7.85992E+17,???????,positive,"RT @A_M_Y_Alghamdi: ?????? ??? ??? ??? ????? ? ??????? ??? ????? ?? ???? ?????? ?? ??????""????? ???????? ?????? ?? ??????? ???????????…"""
7.85992E+17,???????,positive,RT @DrhusainAlsaedi: ??????? ?????? ????? ???? ?? ???? ????? ?? ???? ?????? ??????? ??????? ??? ??? ???? ???? ????.. https://t.co/p1BoykqZuV
7.85992E+17,???????,positive,"RT @abdulaziztarefe: ??????? ??? ?????? ????? ???????? ?????? ??? ????? ????? ??????? ??????? ??? ?????? ????? ????? ."
7.85992E+17,???????,positive,RT @Mughathawi: ???????? ????? ??? ???? ??????? ????? ????? ?????? ????? ????? ???? ??? ??? ??? ?????? ?????? ??? ???????? ??? ?????? ?????…
7.85992E+17,???????,positive,@altaei2008 @ahmd1239aa @ka8h5AsKnC0hNVv @1shOoOosh1 @1sho ???? ?????? ??? ????? ???? ??????????...???? ??? ??? ????? ????? ??????? ?? ????
7.85992E+17,???????,positive,"@Fat2552 ?????? ???? ???? ?? ??? ??? ?????? ?? ?????? ???? ????? ???? ????? ????? ??????? ?? ???????? ??????? ????????? ?? ???"
7.85992E+17,???????,positive,RT @farfashahh: ????? ??? ??????? ????????? #????_????_???_?????_??????
7.85992E+17,???????,negative,@kowkowah97 ?? ???? ???????? ??? ???? ??? ?????? ??? ?????? ???? ??????? ???? ?? ??? ????? ?????? ???? ????? ????? ???? ???? ???? ?????
7.85992E+17,???????,positive,RT @aqab7: ????? ???? ?????? ??????? ???? ????????? ??? ??? ?? ????? ???????  #????_????_???_?????_??????
7.85992E+17,???????,positive,"RT @alhjryzaydz1: ????? ??? : ?? ???? ????? ??? ???? ??????? ??? ???? ??? ?? ???? ????? ??? ???????? ?????? ???????? ???? ?????? ?"
7.85992E+17,???????,positive,???????? ??? ???? ??????? ?????? ???? #???_???????_??_?????? https://t.co/Ily1mg86Fd
7.85993E+17,???????,positive,RT @AboOmarAlssalfi: @alialhlnagqds11 @silent_EAGLE511 @raa2252 @IBENALNAJAF @salimkhna ????? ????? ?? ???????
7.85993E+17,???????,positive,RT @alazzazy: #????? ????? ????????.. #????? ????? ???????.. ??? ??? ?? ?????! https://t.co/IrWH1xQnNC
7.85993E+17,???????,positive,RT @al_tawalah: #???_???????_??_????????? ?? ??? ??? ???? ?????? ?????? ???? ????? ?????? ?? ??????? ??? ??? ??????? ???????..!???? https:/…
7.85993E+17,???????,positive,RT @ama4425: ????? ????????? ??????? :????????? ?????? ???? ???? ???????????? ?? ??? ??????? ??? ??????? ?? ???? ??? ???????https://t.c…
7.85993E+17,???????,positive,RT @AlMosahf: ?????? ???????? ??????? ????????? ????? ??????? ????????? ?????? ???????? ????? ???????????? ? ????????? ??? ??????? ???????…
7.85993E+17,???????,positive,RT @hastara_day: #?????????? ?????? .. ??? ????????? ?????? ?? ???? ??????? ???? ???????? ??? ???? ???? ???? ??????? ???? ???? ????? ???…
7.85993E+17,???????,positive,RT @xFarnacle: ???? ????? 1.7 ????? ???? ?? ??????.??? ??? ??????? ????? ???? ??????? ????? ???? ????? ????. http://t.co/QoKmCj6R7d
7.85993E+17,???????,positive,RT @RRRa20_: #???_???????_??_?????? ??? ??? ????? ??????? ??????? ?????? ????? ????? ?????? ??? ???? ??????? https://t.co/qTdQn7D5de
7.85993E+17,???????,positive,RT @s_h_a_h_d: ????? ???? ??????? ???? ????????????? ??? ??? ?????? ????? ????????? ????? ?????? ???????? ??????? ?????? ??? ??? ??????…
7.85993E+17,???????,negative,"RT @YSalfaisal: ??????? ???????? ????? ???????? ???? ?????? ????? ??????? ??? ??? ???? ????. https://t.co/UzGfH5bxl3"
7.85993E+17,???????,positive,RT @2222yazid1: #???_???????_??_???????? ?????????? ?????? ??????  ?????????? ???? ??? ????? ????????????????? ??? ???? ??????? ????…
7.85993E+17,???????,positive,"@abood_6999 @ae7a264d6d1b4b5  ????? ????? ????? ???? ????? ??????? ???? ?? ???? ????? ????? ??? ?? ??? ??? ??????? ??? ???? ???? ?????"
7.85993E+17,???????,positive,RT @AzozAlsaigh: ???????? ??? ???? ??????? ????????! #??????? https://t.co/bmyrnkfaFP
7.85993E+17,???????,negative,@samueil_free ?? ???? ??? ??? ????? ??????? ?? ????? ????? ?? ????? ?????? ?? ???? ??? ???? ??????? ?? ??? ???????? ?? ??? ????
7.85993E+17,???????,positive,RT @_Yara_Alsadr: ???? ???????? ????? ?????? ?? ?????????? ?????? ? ???? ???????.. #????_?????? https://t.co/7OlKtZfeUI
7.85993E+17,???????,positive,RT @DRabusaad: #????_????_???_?????_????????? ???? ???????? ?????? ???? ?? ????????? ???? ???? ??????? ????????? ? ????? ?????  https://t…
7.85993E+17,???????,positive,????? ??? ?????? ??????? ?? ??? ?? ????? ??? ?????? ?????? ???? ????? .. ????
7.85993E+17,???????,positive,"RT @sheikhabuqatadh: ?-?? ???? ??? ?? ????? ????????? ????????? ?? ??????? ??? ????? ?? ??????????? ??? ????????? ???? ??? ??? ???????????…"
7.85993E+17,???????,positive,RT @abdullah7914: ????????? ??? ???? ???????...???? ?????? ???????? ????? ? ???? ? ???? ???? ????? {?????? ?????? ??????? ????? ????…
7.85993E+17,???????,positive,@FahadEs_ @axc7779 ???????  ???? ????? ????? ?? ????? ??????? ????????? ??? ??????  ??? ???? ?? ??????
7.85993E+17,???????,positive,@saalh1995 ?? ??? ??????? ? ?? ??? ?????? ???? ?????? ??????? ??? ??????? ?! ??? ?????? !!
7.85993E+17,???????,positive,RT @ptrs_jrjss: #??????? #???????? #?????? # ??? ??? ?????? ?????? ?????? ??? ???? ?? ?????? .( ?????? ?????? ) .
7.85993E+17,???????,positive,@then0o1 @mm__ss55 @Godphobia1 @Arrgwan @usten_moon ??? ????? ?? ???? ????? ??????..??? ????? ????? ??? ???? ????? ????? ?? ?? ???? ???????
7.85993E+17,???????,positive,@hshzjwbzjqjsbz1 @km22next @ahmedlahou @iSomali_s @mrfahad555 ???? ?????? ???? ???????? ????? ????? ????? ????? ???? ??? ???????
7.85993E+17,???????,positive,RT @mnaw7: ?? ???? .. ??????? ???? ????????.????? ???? ??? ????? ??????? ?? ??? ???? ???????? ?????? ????? ?? ???? ??? ????? ????? ???? ?…
7.85993E+17,???????,positive,"@zxbm33 ?? ???? ?? ???? ??? ???????? ???? ??????? ?! ???? ?????? ???? ?? ?????? ??????  ?????? ?????"" ???????? ???? ?? ??? ??? ??? ?????"""
7.85993E+17,???????,positive,RT @alwalqi_: ???? ??? ????? #????????_??????????? ??? ???? ??? ?? ??????? ??? ??? ????? ???? ??????????? ??? ???? ???? ???? ??????? ?…
7.85993E+17,???????,positive,RT @M_Jarallah: ?? ??? ????? ??????? ???? ??????? ??? ????? ???? ??????? ?? ????? ??????? ??
7.85993E+17,???????,positive,RT @DrAliAlrabieei: ????? ??? ????? ??????? ???? ????? ???????? #???????????? ??? ????? ?? ?? ???????? ?? ??? ??? ???????? ?? #?????? htt…
7.85993E+17,???????,positive,RT @AliHarbiF15: #???_???????_??_??????#????_????_?????? ????? ??? ??? ???? ??????? https://t.co/MvP1VPkstZ
7.85993E+17,???????,positive,RT @malarab1: ?? ??? ????? ???? ?????? ??? ?? ???????? ????? ?? ??????? ??? ?????? ??? ??????? ?? ???? ???? ???? ??? ???? ?????? ?? ??? #??…
7.85993E+17,???????,positive,RT @Reno246R3: #????_???_????_????_??? ?? ?????? ??????? ???????? ???? ??????????? ???????????????? ??? ?????? ??????? ??? ??????? ???????…
7.85993E+17,???????,positive,??? ????????  ?????? ??? ?????? ?? ??? ???? ????    ??????? ??? ???? ????? ???? ???????? ??? ??????  ??? ?????  #???_???????_??_??????
7.85993E+17,???????,positive,RT @AL_BKBASHY: ?????? ??? ??????? ?? ?????? ???? ???? ????????? ???? ??? ???? ??? ???????? ????????? ?? ???????? ????????????https://…
7.85993E+17,???????,positive,@_jjida @_myma4 ?? ?????? ??????? ??? ???? ???????? ??? ??????? ???? ??????? ?????? ?? ??????
7.8526E+17,????????,negative,?????? ?????? ?????? ???? ??????? ???????? ?? ?????? ?????? ???????? ?????... https://t.co/FVmcWC25OK
7.85262E+17,????????,negative,????? ????? - ????? ?? ????? : ???? ???? ???????? ??? ?????? ???????? https://t.co/4IZ9czylR8
7.85262E+17,????????,negative,RT @RTarabic: ????? ??? ????? ?? ??? #????????https://t.co/d9rf6UL6FS#????_????
7.85263E+17,????????,positive,RT @skynewsarabia: ?????? ???????? ??? ????? ???????? ??? #????? | #????_?????https://t.co/4cbMVzMcw4 https://t.co/6P4gRBLSpE
7.85263E+17,????????,positive,RT @OKAZ_online: ????? ???? ?? ???????? ????? ?????? ?????? ?????? ?????? ???????? https://t.co/ZtLIN5sDHV#???? https://t.co/cgtMjRBnRs
7.85263E+17,????????,negative,RT @AlMayadeenNews: ?????: ??????: ????? ?????? ?????? ??????? ??? ???? #???????? ?? ?????? ????? ?????  https://t.co/RhV5E6lrl4
7.85263E+17,????????,negative,???????? ???????? ?????? ?? ????? ?????? https://t.co/MnDswOY0dO
7.85263E+17,????????,negative,RT @AlMayadeenNews: ?????: ??????: ???? ????? ???????? ?? ??????? ??? ????? #???????? ??? ?????? ??????? ??? ????? ??????  https://t.co/gDs…
7.85263E+17,????????,positive,"RT @emad_AlMudaifer: #???????? ????? ?????? ????? ???? ??? #?????""  ??? @AlArabiya ? https://t.co/JoHrdSz6Ix https://t.co/O5aUUpKIvi"""
7.85265E+17,????????,positive,RT @aawsat_News: #????_????1437? | ???????? #???????? ????????? ?? ????? #???? ???? ????? ????????https://t.co/Ovq7tMPWda https://t.co/dy…
7.85265E+17,????????,positive,???????? ????? ??????? ???????? ????? ???????: ????? ???? ??????? ?????? ???????? ??????... https://t.co/2Ccgjn5oXb #????_?????
7.85266E+17,????????,negative,RT @AlMayadeenNews: #????? | #??????: ??????? #???????? ?? ????? ????? ???? ???? ??????  https://t.co/McolOvc9IJ https://t.co/Ey4PwakqcE
7.85266E+17,????????,positive,RT @alsumariatv: #???????? ???? ????? ?????? ??????? ?? #???? ???? ????? ????????https://t.co/TL2pdYgJS7 https://t.co/jM7MKEymV6
7.85267E+17,????????,negative,RT @AlwaghtNews: ????? ???????: #????????_??????_????? ????????? ?? #?????https://t.co/62RSkL3JXB
7.85268E+17,????????,negative,"RT @dahanyemen: ?? ??????? ?????? ?? ??? ?????? ???? ?????? ??? ???? ???? ?? ???? ?? ???? ?? ??????? ???????? . ???????????"""
7.85626E+17,????????,negative,"RT @AJArabic: ?????? ????? ?????? ?????? ??????? ?? ????? ????? ?????? ???? ?????? ??? ????? #??? ?????? ?????? ?????????""https://t.co/LE…"""
7.85627E+17,????????,positive,RT @sabqorg: ??? ???? ????????.. ???????? ???? ??????? ???? ??? ????? ??? ??????? ?????? Via @sabqorg https://t.co/pywUI1NTGU
7.85628E+17,????????,negative,RT @AJArabic: ????? ???????: ??? ????????? ?????? ???????? ???? ??? ??? ???? ???? ??????? ?????? ??? ?????? ????? ?????? ????????https://t…
7.85628E+17,????????,positive,#???????? ???? ?? #???_????? ???? ?? ?????? ?? ?????? ????????? ????????https://t.co/qKQP2nHjVk
7.85631E+17,????????,negative,RT @AlMayadeenNews: #????? | ??????? ?????? #???????? ?? #????? ???????? ??????? ?????????  https://t.co/hvYkghwcxS https://t.co/umZSXPIGk9
7.85986E+17,????????,negative,??? ???? ????????? ?????????.. ??????? «??????»: ???????? ??? ???? ??????? ???? ?????: https://t.co/yTP8ktsJbXhttps://t.co/t7HLf2dpFW
7.85986E+17,????????,negative,RT @thenewkhaleej: ?????? ?????? ???????? ???? 20 ???? ??? 73 ????? ??????? ???? ????? https://t.co/SzHGcGFTom https://t.co/cZaOvgM3nx
7.85986E+17,????????,negative,RT @AlkhaleejOnline: ????? ?????? ???? ?????? ??????? ?? ???????? ?????? ?????https://t.co/YFESkzZDNn
7.85987E+17,????????,positive,#??????? ??? ??? ???????? ??? ???????? .. ????? ????????: ??? ??????? ??????? ????? ????? ??? ??????? ???????... https://t.co/7dNx9AewKf
7.85987E+17,????????,negative,#??????? | #?????? : ????? ?????? ????? ????????? ?? #????????https://t.co/W4RLBUfCGn#tahrirnews https://t.co/SVnRH2LdFG
7.85988E+17,????????,positive,RT @sabqorg: ???????? ???? ???? ???????? ????? ???????? ???????.. ????? ???????? ?????? ?? ????????????? https://t.co/JlKPzQOII5 @sabqorg
7.85988E+17,????????,positive,RT @Sport360Arabiya: ??? ??? #???????? ??? #???????? .. ????? ????????????????: https://t.co/LG5vqOtQBV https://t.co/4xu2hCJqRz
7.85988E+17,????????,negative,RT @watan_usa: ???? ??? ?????? ?????: ????????? ??? ?????? ??? ?????? ?? ????? ????? https://t.co/zzDnkBSfXy https://t.co/no3FKECTFn
7.85988E+17,????????,positive,???? ????: ???????? ???? ?? ????? ??????? ??? ???????? https://t.co/8kcxEoHAnX
7.85989E+17,????????,positive,RT @ActionYaDawry: ?????.. ???? ???????? ?? ???????? ???????? ??? ???????? ?? ?????? ??????????https://t.co/s3moA7UJDD#????_??_????
7.8599E+17,????????,negative,???????? ???? ???????? ?? ????? ?????? ???? ??? ?? ???????!https://t.co/w5utEubYor
7.8599E+17,????????,positive,RT @aa_arabic: #?????? ???????? ???? ?????? ????? ?? 18 ???? ????????????? ?? ???????? ?? ??????? ?????? ?????? ?? ????? ???????? https:/…
7.8599E+17,????????,negative,RT @MasirahTV: ?????? | #???????? ???? ???????????: ???? ?????https://t.co/Ocgr3GxMCg#???????_??
7.85991E+17,????????,negative,"????????.. ??? ?????? ???????? ?? ??? ???????? 2000 ???? ??? ??????:???? ????? ?????""https://t.co/hF6jm3pawu"""
7.85992E+17,????????,positive,???????? ????? ?????? ???? ?????? ???? ??????? https://t.co/Yczh5EO8Fs
7.85993E+17,????????,positive,RT @sabqorg: ???????? ?????????: ???????? ???? ???????? ????? ?????? 70 ????? Via @sabqorg https://t.co/LuarnucA5w
7.8563E+17,??????,negative,@feras33106129 @Abedsa @hassam680 ???? ???? ??????? ?????? ?? ?????? ?? ????? ?????? ?
7.8563E+17,??????,negative,RT @wesal_rsd: ????? ?? ???? ????? ?? #???? ..???? ???? ??????????? ????? ??? ??????? ??? ???? ???? ..!!!#???? #?????? #??????? #??????…
7.8563E+17,??????,positive,@moonnor27 ??? ???? ???? ?? ????? ?????? ? ???? ???? ?? ?????? ??
7.85631E+17,??????,positive,RT @Alkhedheiri: ????? ??? ???? ???? ???? ?? ??? ??? ????? ????? ????? ?? #?????? ? #????? ? #????? ???? ????? ? ????? ?? ???? ????? ??????…
7.85631E+17,??????,negative,"RT @AhmedWagih: ???? ?????? ???????""!!! ??? ??????? ???? ??? ??????? ?????????? ??????? ?? ????? ??????? ??????? ???????? ?????? ?????? ??…"""
7.85631E+17,??????,positive,@ibn_iraq24 @nada_1609 ?????? ???? ????? ?????? ????? ? ????? ?????? ??????? ???????? ??? ????? ??????? ???? ???? ??? ?????
7.85993E+17,??????,negative,RT @WikileaksMENA: ????? ?????? ????? ?????? ?? ?????? ?????? ????? ???????? ?? ????? ???????? ??????? ???????? ??????? ???????? ???????? ?…
7.85993E+17,??????,positive,RT @Al_thawaq: #???????_????_?????? ????? ????? ??? ?? ??????? ?????? ?????? ?? ?????????? ????? ????? ?????? ???? ????? ?????? ???? ????…
7.85993E+17,??????,negative,?- ????? ?????????? ??? ????? ???? ???? ? ????? ??? ???? ??????? ?? ????? ???????? ? ??? ????? ????? ?????? ??? ??????? ? ????? ????
7.85993E+17,??????,negative,RT @xEmDGsvITGz6UEW: ????? #??????? ??? #??????? ?? ???? ????? ?? #??????? ???? ?? ????? ????????? #???????_????_?????? ???? ?? ????????…
7.85993E+17,??????,negative,RT @KR_3D: ?? ???? #??????? ?? ?????? ???? ??? 36 ???? ?? ???? ????? ??????? ??? ????? ????????? ??? ????? ?????? ??????? ??? ????? ???????…
7.85993E+17,??????,negative,RT @MuHammaDBakkar4: ???? ?????? : ?? ??????? ?? ???? ????? ?? ????? ????? ?????? ?? ?????? ?? ?????? ????? ????? ??? ?? ????? ???? ???? ?…
7.85993E+17,??????,positive,RT @n_noraa93: ???? ???? ????? ?????? ??????? ???? ?? ?????? ???? ???? ??????? #????_??????
7.85993E+17,??????,negative,"@AhmadRasoul ?????? ???? ???????? ? ??????? ?? ???????? ?? ???? ?????? ???? ?????? ???? ???????? ?? ?? ?????? ??"
7.85993E+17,??????,positive,RT @shibobahmad: #???????_????_????????? ????? #??????? ??? ?? ????? ??? ????? ???? ?????? ?? ?????.??? ??? ?? ??? ??? ?? ??????? .#????…
7.85993E+17,??????,negative,????? ?????? ???? ?????? ???? ????? ????? ????? ??? ????? ??????? ???????? ??????? ??????? ?? ???? ?? ?????? ??? ??… https://t.co/T0RkME74pf
7.85993E+17,??????,negative,RT @Salehalhweiriny: ??????? ???????86? ???? #???????? ??? #?????? ???? ????????? ???? ???? ?? #?????????????2018???? #????? ?? ??? ???…
7.85993E+17,??????,negative,RT @bdb20131: ???? ???? ????? ?? ???????? 4 ??????? ????? ?????? ???? ??????????#????? https://t.co/py3DdnXbYc
7.85993E+17,??????,negative,RT @muhamedf808: ???? ??? #?????? ????? ???? ????? ?????? ??????? ????????? ?? ?????? ???? ???? !!! #erdogan_is_isis https://t.co/n99LYJtV…
7.85993E+17,??????,negative,"RT @Wesal_TV: #??????? ?? ???? ???????"" : ????? ?????? ?? ????? ????? ??? ????? ??? ? ???? ??? ??????? ???? ??? ?????? ?? #?????? ??? ????…"""
7.85993E+17,??????,positive,RT @zaidbenjamin: ??? ??????: ?????? ???? ??? ????? ???? ????? ??? ????? ???????? ?? ???? ???? ???? ????? ???? ??????? ????? ???????? ?? ??…
7.85993E+17,??????,negative,@yemeni_mhenk @Defend_Yemen ?????? ???? ?? ?? ???????
7.85993E+17,??????,positive,?? ?? ??? ?????? ???????? ?????? ??????? ??? ?? ?????? ?? ??????? ??????? ?? ?? ?????? ???????? ??? ???? ?????… https://t.co/usf9o2wFXp
7.85993E+17,??????,negative,"@abuyemmen @alhanouf0690 ??? ??? ???? ?? ?? ?? ??????? ?????? ???? ?? ????? ???? ????? ? ????? ???? ?????? ????? ????? ???? ????? ?????"
7.85993E+17,??????,negative,@AlameerMeroo94 ???? ???? ??? ?????? ?? ??????? ?? ??????? ????
7.85256E+17,??????,positive,???? ????????:?????????? ??????aseelalramlawi#?????? #?????_??_????????#???????? #?????? #???https://t.co/UOdu8vrbTF
7.85257E+17,??????,positive,RT @iherb_vitmn: #????_??????_?????? ?? ?????? ?????? ??????? ???? ???????? ??? ????????? ???? ?? ???  ?? https://t.co/fmj5oLwmqv
7.85261E+17,??????,positive,RT @Q8Pay: ???? ????? ?? #???????? ?? ???? ????????? ????????? ???????????? ????? ????????? ????? ???????? ???? ?????https://t.co/Tda…
7.85581E+17,??????,positive,RT @MosaiqueOShop: 1? ???? ?????? ????? ??? ??? ??? %60 ??? ?????? ????? ?? ????? ???????? ?? ??? ?????? ?????.https://t.co/2ZdAGG4BS6-…
7.85582E+17,??????,positive,"???? ?????? ????? ???? ??????? ????? ??????? ?? ?????? https://t.co/GytRrZK2om"
7.85584E+17,??????,positive,@ayman_mansour09  ????? ??? ?? ?? ???? ???? ??????? ???? ??? ??????? ?? ?????? ?? ????? ??????? ???? ??? ????? ????? ?????? ??? ?? ??????
7.85588E+17,??????,positive,@MoathDev @Fishisfast_AR ???? .. ???? ????? ?? ?????? ?????? ?????? 20 ???? ??? ??????? ????????? ?? ?????? ??? .. ???? ???? ??
7.85589E+17,??????,positive,@M0A00 @Fishisfast_AR ??? ?? ???? ?? ?????? + ???? ???? ?? ?????? ??????? ?????? ?? ???? ?????? ??????? ??? ?????? ????? .
7.8559E+17,??????,positive,?????? ????? ???? ????? ????? ?????? ????? ?????? - ???? ?????? https://t.co/cx7veE3ws4
7.85595E+17,??????,positive,@othman777 ?? ?????? ????? ????? ?????? ????? ????? ??? ???? ???????? ??????? ?????? ?????? ?? ???? ?????? ??? ??? ?????? ?? ?????? ??????
7.85603E+17,??????,positive,@alartboon ?????? ????? ??????
7.85605E+17,??????,positive,RT @Yzdcc: ???? #?????? ????? ????? ???? ??????? ??????????? ?? ??? ???????? ??????? ?? ?????? ???? 2015 ? #??? ???? ?????.#???????_?????…
7.85621E+17,??????,positive,@AsmaKIDL ??? ?????? ?? ???? ??????
7.85621E+17,??????,positive,"RT @ArgaamIM: ??????: #??????"" ????? ?????? ????? ??? ?? ??????? #??????? ???? ??????https://t.co/KW9uoPT1SQ https://t.co/Kl1f11Uo5n"""
7.85623E+17,??????,positive,@AsmaKIDL https://t.co/opKPFsbi3s  ??? ???? ????? ?????? ???? ??????
7.85623E+17,??????,positive,??? ??? ???? ?? ?????? ???? ????? ?? ????? ???? ??????? ?? ?????
7.8563E+17,??????,positive,???? Honor 8 ???? ??? ?? ?????? ????? ??? $349.99 https://t.co/5cfO41D0UU
7.8563E+17,??????,positive,???? ????? ?????? ???? ??????? ??#????_?????? https://t.co/JSWhUUrWvH
7.85928E+17,??????,positive,RT @Q8Pay: ??? ???? ?? #?????? ????????? ????? ??? 14 ??????? ????? ???????? ?? ???? Vax??? ?????https://t.co/1wrnWm2jdY
7.85929E+17,??????,positive,RT @Q8Pay: ?????/?????? ?? ???? ???????????? ?????? ???????? ????? ??????? ??? ??????????? ???? ??? ?? ???#?????? ????????https://t.c…
7.8593E+17,??????,negative,@Mr_Musaed86 @Q8Pro ???? ?? ?????? ?? ????? ??? ?????? ????????? ???? ????? ?? ebay
7.85932E+17,??????,positive,@akudanah ???? ????? ?? ?????? ??????? ?? ???? ???? ????? ??? ?????? ?? ???? ??
7.85935E+17,??????,positive,@Q8Pay ??? ???? ???? ?????? ???????? ???? ?????  ???? ???? ??? ???? ??????? ???? ?? ????? ??? ?? ?????? ?????? ?? ?? ????? ?? ?????
7.85935E+17,??????,positive,RT @Q8Pay: @Q8Pay ?????? ????? ????? ???? ????? ????? ???? ?? #?????? ?????????????? ??? ?????? ????? ?? 60£ ???? ????? ?????https://t.c…
7.85945E+17,??????,positive,RT @aomahmmad: @m_saudi2030  #????_????_????? ???? ?????? ???? ??? ?????? ??????? ?? ?????? ???????? ??? ?????? https://t.co/6f82OAIHpL
7.85949E+17,??????,positive,@amorah_00 ?????? ????? ??? ??? ??????? ?????? ??????? ?? ?????? .
7.85954E+17,??????,positive,RT @qatnology: ??? ????? @AlBayanNews ???? ?????? ?????? ??? ??? ?????? ??? ?? ????? ?????? ??? ????? ??? ????? ?????? ?? ????? ??? https:…
7.85958E+17,??????,positive,RT @TweetSoTeam: #??????_??? | ?????? ????? ?????? ??? ??? ?????? ????? ?????? ?????? ???????? ?? ????? ?????? ???????? ???? ??? ????? ???…
7.85962E+17,??????,positive,@wweddii ???? ? ???? ???? ?????? ????? ????? ??? ???? ???? ??? ??
7.85964E+17,??????,positive,?????? ???? ??? ??? ??? ?? ????? ?????? https://t.co/3zIKbzcJUi
7.8597E+17,??????,positive,RT @7okaha: ?? #BlackFriday ????? ?????#?????#????_??_????_????????? ?? ???? ?? ??????? ????? ????
7.85972E+17,??????,positive,RT @Q8Pro: ?????? ????? ?????? ??? ??? ??? ?? ????? ????????? ?????? ??? ????? ?????? ?????????????? ????? ????? https://t.co/rkArtI0HdR
7.85976E+17,??????,negative,RT @Saudi_Ajel: ??? ?????? ????????? .. «??????» ???? ????? ?????? ????? ??? ????? ????????? ???? «??????» ???? ????? ??????... https://t…
7.85979E+17,??????,positive,@ExploadingGameZ @jawadoh_23 @lLDON10 ??? ?????? ??? G2 ???? ????? ????? ???? ?? ??? ??? ?????? ??????
7.85993E+17,??????,positive,RT @q8: ???? ????? ???? ??????? ?? ???? ?????? ??? ?????? ????.#??_???? ?? https://t.co/AVA3CjaU8R
7.85614E+17,??????,negative,RT @medo2194: ???? ???? ????????? ?????? ???? ??? ?? ????? ??? ??? ??????? ??????? ???????#??_????_????_???_??_??????.#??????
7.85614E+17,??????,negative,?? ??? ?????? ??? ?? ??? ????? ?? ?????? ??????? ...??
7.85614E+17,??????,negative,?? ????? ????????? ???? ????? ?????? ????? ??????? ????? ????????? ?????? ???????? ??
7.85615E+17,??????,negative,"??? ????? ?????? ??? ?????? ???????? ?????? ????? ??????? ?? ?????? ? ?????? ?? ??? ??? ? ?????? ????? ??????? ???? ????? ? ???? ?? ??? ."
7.85615E+17,??????,negative,RT @aawsat_News: ???? | ????? : ?????? ???? ?????? ??? ?????? ?????? ??? ???? ????? ??????? ???? ????? #????https://t.co/5t3eIvPjBE
7.85616E+17,??????,negative,RT @mutaiam_96: #?????_?????_???_?????????????? ???? ?????????? ??????? ?? ???????? ???? ?????? ??? ???? ??? https://t.co/lVEfmRbj0J
7.85617E+17,??????,negative,?????? ???? ??? ??? ?????????????????? ?? ??????????? ???? ?????? ?????? ?? ????? ???????????? ??????????????... https://t.co/2wT84HGOXs
7.85617E+17,??????,negative,RT @ahmad_hattab_1: @RevolutionSyria ?????? ?? ????? ????? ??? ?? ??? ????? ????? ????? ??? ?? ??? ????? ?????? ????? ?? ???? ????? ??????…
7.85618E+17,??????,negative,"RT @RevolutionSyria: ???? ???????? ???? ????? ?????? ?????? ?????? ? ???? ?? ????? ?????? ?? ???????  ???? ?????? ????? ??? ???? ????? ..h…"
7.85619E+17,??????,negative,RT @SaudiAndroid: ????? ??? ??? ??????? ??? ???? ??????? ???? ??? ????? ??? ?? ?????? ????? ?? ????? ??????? .. ????? ?????? ????? ????????…
7.85619E+17,??????,negative,"RT @ahmdqz: ????? ???????? ????? ?????? ??? ??? ????? ??????????? ??????? ??? ??????? ????? ????? ????? ????????? ( ????? ????? ????? ????…"
7.8562E+17,??????,negative,RT @DrHamsheri: ????? ?????? ??? ?????? ?? ???? ??????? ?????? ?? ????? ???? ??? ?? ?????? ???? ????? ?? ??? ?????? ?????? ???? ????? https…
7.8562E+17,??????,negative,@MousaAlomar ??????? ??? ????? ???? ?????? ???? ??? ????? ???? ?????? ??????? ???
7.8562E+17,??????,negative,@nourat_ ??? ????? ????? ???? ???? ????? ???? ????? ??????? ?? ???? ?? ?? ??? ?????? ?? ????? ?????????? ??????? ???? ???? ???? ????
7.8562E+17,??????,negative,RT @hadeelOueiss: ?????? ??? ?????? ?????? ????? ??????? ?????.. ?????? ????? ????? ???? ?? ????? ????? ??? ???? ????? ???????? ?? ???? ??…
7.85622E+17,??????,negative,RT @yazanyazani: @abumoh2012sn2 ?????? ?????? ?????? ????????? ??? ????? ??? ???????????? ???? ????? ???? ?????? ?????? ??? ??????? ?? ????…
7.85623E+17,??????,positive,@rasheedalfaam ??????? ?????? ???? ?????? ????????? ?? ??? ?????? ???? ??? ???? ?????2020 ?????? ??? ????
7.85624E+17,??????,negative,?????? ?? ?????? ???? ????? ????? ???? ?? ??? ???? ?????? ???? ? ??????? ?? ???? ????? ???? ....  ?????? ???
7.85626E+17,??????,negative,?????/?????? ????? ?????? ?????? ????? ??? ???? ???????? ???? ????' https://t.co/rHVcegU7j0 via @sharethis ????? ???? ??? ??? ???????? ?????
7.85628E+17,??????,negative,???? ???????? ?????? ???? ?????? ??????? ?? ??? ?? ???? ???? ????? ?????!https://t.co/9gBe5NEyAF
