,tweet,sarcasm,sentiment,dialect
3753,فازو بافضل رقصه للذكور 🥳,False,POS,msa
3754,غوتشي,False,NEU,msa
3755,ميزه هاتف «جوجل» تكشف ابتزاز «ابل»,False,NEU,msa
3756,مش رمضان مبروك ابو العالمين قالكم اللي ملكش ملكش دعوه بيه,True,NEU,egypt
3757,الرءيس مرسي شرعي ومنتخب الشعب قادر اختيار يفيده هدف الثوره نتخلص حكم العسكر الاجابه بالنفي فلماذا قمنا بثوره,False,NEU,msa
3758,المنتخبات الثانيه ماعندها ميسي تشوفها الميدان افضل وما اشوف حتي لعيبتهم افضل الارجنتين المدربين يفرقون,False,NEU,msa
3759,اشترك خدمه النشر صفحات الفيسبوك 54 مهرجانالقاهرهالسينمايي,False,NEU,egypt
3760,احمد الشيخ يكشف السبب الحقيقي وراء انضمامه للزمالك الدوريالمصري,False,NEU,msa
3761,بالفيديو مايكروسوفت تطور الرسام ليتلاءم ويندوز 10,False,NEU,msa
3762,هذهمصر عز فخر لهذه الامه,False,POS,egypt
3763,بنغازي العرفي انفجار بنغازي نفذ بسياره مفخخه,False,NEU,msa
3764,الرءيس السوري بشار الاسد قريبا حلب,False,NEU,msa
3765,ليفها ونشفها وماتغطيهاش متنام اكيد الشيطان هيزورك وانت نايم ويروقك ويقولك سيسي سيسي,True,NEG,egypt
3766,انتخاباتمجلسالامه2020قرارك مستقبل وطن,False,NEU,msa
3767,الرياض القصيم واحدفاضي الهلال السعوديه النصر النصرالهلال البداءع الزلفي حفرالباطن مكه جده 2635558,False,NEU,msa
3768,يوسف الحسيني بالفيديو يفضح كذب قناه الجزيره ويكشف تمثيل الاخوان دور الموتي اشراف قناه الجزيره,False,NEG,msa
3769,طلعنا حلب الشرقيه بسلام والحمدلله,False,POS,levant
3770,يبي نتقابل ليله راس السنه بدبي 🎄🎅🏼Christmas merrychristmas NewYear happynewyear2017 dubai دبي سالب Rabeh2017,False,NEU,gulf
3771,الاعلام الموجه اكبر المءثرات ثقافه الشعوب اختلف تعتنقاليس الاعلام الغربي صنع الدب المفترس الدبدوب الحبوب ورمز اللطافه,True,NEG,msa
3772,محمد بديع اطلب ابي محمد حسني مبارك يرفع الظلم المسجونين مصر فلسطين تونس قطر سوريا الامارات لبنان,False,NEU,msa
3773,ستانز قاقا,False,NEU,msa
3774,انتهت الهدنه اليمن تسجيل ٥٠٠ خرق الحوثيين المخلوع كيري سعي لانقاذهم لاحياه لمن تنادي اغبياء,True,NEG,msa
3775,الاعلام قاعدين يستخدمون مايكروسوفت اكسل للقرافكس,False,NEU,msa
3776,الانتخابات لازم بشت🤔🤔,False,NEU,egypt
3777,توضيح التويتس للسخريه تعبر خيال مهاره الكاتب السفاله حسن اختيار الوزن القافيه,True,NEG,msa
3778,الوفد تاسيس السيسي لحزب سيصيب الحياه السياسيه بالخلل,False,NEG,msa
3779,تطبيقات جوجل,False,NEU,egypt
3780,الاختيارات مش عاجباني,False,NEG,egypt
3781,ممتنه للثريد وكايسو انهم يفتحون نفسك 💛وايوه بوكيمون تمام حبيبه البوكيمون طيب يومي مذهلراءع شكرا لك احصلي,False,NEU,gulf
3782,رحم الله الشهيد محمد بيومي منشداغنيه تتشل الايادي اللي بتقتل ولادي النسخه الاصليه بالكلمات,False,NEU,msa
3783,اشتباكات قبليه داميه ليبيا تسبب قرد باشعالهارابط الموقع البديل,False,NEU,msa
3784,بلطجه الاخوان والاعتداء الاعلاميين بمحيط اكاديميه الشرطه السادهالمحترمون,True,NEG,msa
3785,حتي يكتب اسمك بتاريخ لبنان المباشره فورا بمشروع قطار سريع طول الساحل اللبناني,False,NEU,msa
3786,فتح حماس تءكدان توقف لقاءات المصالحهالفلسطينيهوكالهمجالالاخباريه,False,NEU,msa
3787,الحكم اخطا استمر صحيح بيكون روس سدد نهايه,False,NEU,msa
3788,التعويذات المذكوره سلسله افلام هاري بوتر كلمات حقيقيه لغات مختلفه وكلها تاتي بصيغه الامر بنفس طريقه التعويذات السحريه,False,NEU,msa
3789,ومفكرتش المساااجد بيوت الله حرقت وقاعد تفكرلي الكناءس هاواي تبنيها تاني,False,NEG,egypt
3790,يتفرج معايا هاري بوتر,False,NEU,egypt
3791,يلا يلا فكروا بالاصل الفصل المذاهب هالخرابيط انسوا الاخلاق لان تزوجوا الاوادم بس المهم بالحياه الزوجيه,True,NEG,gulf
3792,صور شجره زكا العشار والكنيسه الملحقه القدسشاهد,False,NEU,msa
3793,روجر فيدرر يتدرب وباذن الله راجع بقوه 😉,False,POS,msa
3794,العدلمرززززوقفالحالحبببينيoh0I2,False,NEU,msa
3795,حمدين لقي 30يونيو كلها السيسي قالك سيبك وخليك 25ينايرالله يكسفك واطي اهبل,True,NEG,egypt
3796,مرت ٣ اسابيع مذبحه رابعه النهضه تشبه بشاعتها مذابح صابرا شاتيلا سربرنتسيا ١١سبتمبر يفعلها,False,NEG,msa
3797,تري غنيه ايرانيه بدايتها نغمه يسقط حمد بعدين تقولون للبلطجيه ليش يسمونكم روافض ايران ولاءكم لايران توتوتوتو والله حاله,True,NEG,msa
3798,SuperMarioRun مساكين ماعندكم الاصلي 💅🏼,False,NEU,msa
3799,حذاري تءدي بك هشاشتك وخوفك العالم لاذيه يحبك بصدق,False,NEG,msa
3800,مصر حسمت هويتها مءات السنين بانها دوله مسلمه وعربيه وقبل بانها ام الدنيا تفتح اذرعتها للجميع وتتواصل الحضارات,False,POS,msa
3801,لجنايات تقضي برفع اسم احمدشفيق قواءم الترقب والوصول مصر,False,NEU,msa
3802,الشاات بااايظ ليه يا مارك,True,NEG,egypt
3803,انا غصب اتحمل اطفال صغار تبوني اتحمل اطفال كبار مقدر والله,False,NEG,msa
3804,تحقيق حكومي لندن يعزز اتهامات صنعاء بريطانيا جراءمحرب السعوديه قصفت اليمن بلقنابلنا العنقوديه,False,NEG,msa
3805,مصرتايمز احاله طفلالمرور لمحكمه الجنح بتهمه تعاطي المخدراتالتفاصيل,False,NEU,msa
3806,مسءول بالخارجيه التركيه وزراء خارجيه روسيا وايران وتركيا يجرون محادثات موسكو 20 بهدف اعطاء قوه دفع جديده للتوصل لحل حلب,False,NEU,msa
3807,تسقط حلب الضجه جلب الشرقيه تعادل 10 مناطق حلب,False,NEU,msa
3808,التغطيهمستمره الاعلام الحربي المركزي عاجلالجيشالسوري يسيطر كامل السكن الشبابي المحاذي للبحوث العلم,False,NEU,msa
3809,الواحد مبيفتحش فيسبوك عشان البهايم انتوا تجيبوا بوستس البهايم تحطوهاله طبعا,False,NEG,egypt
3810,الاسطوره روناددو سجل 44 هدف المنتخب انضمامه مدريد,False,NEU,egypt
3811,تثبيت تطبيقات الاندرويد الكمبيوتر,False,NEU,msa
3812,لبنان ’’سخريه’’ تعيين رجل وزيرا لشءون المراه,True,NEG,msa
3813,بوكيمون جو تصل لاكثر 500 تثبيت اندرويد iOS موسوعهالتطبيقات,False,NEU,msa
3814,راءع اجتمعت الشيخ عادل الكلباني واشكره كرم ضيافته الفواءد العلميه قدمها لي,False,POS,msa
3815,يااا اخووااان خبرررر عااااااجل مفرح لعشاق NBA VR حق NBA2Kتشووووت ثريات يم سرير غرفتك تدنك راس قريفن,False,NEU,gulf
3816,يدعو لل ينشءون الندوات والدورات لتهيءه الشباب للعمل وهم يحتكرون الوظاءف لانفسهم,False,NEG,msa
3817,ايزون دعسوني,False,NEU,msa
3818,بخصوص جبهه النصره شاركت سوريا مشاركه حزب الله وايران ولواء ابو الفضل وهذي رده فعل طبيعيه,False,NEU,gulf
3819,نهج جبران تويني يزال حتي يدرس جمعيه نهار الشباب تزال ناشطه وانا افتخر انني تخرجت برامجها هواالحريه,False,POS,levant
3820,اسراءيل تفرض غرامه مسجد رفع الاذان رفعالاذان فلسطين,False,NEG,msa
3821,اغلاق طريق درعا يرفع سعر كيلو البندوره دمشق وريفها 120 ليره حقيقه اعلان 15 اذار الثوره 18 اذار,False,NEG,msa
3822,غوغل تحمي مستخدميها بخدمه جديده,False,NEU,msa
3823,لسه مصدق وهم الاستقرار يعني جرب تسمع كده جايز تغير رايكالا بلغت ونهاركم سعيد,False,POS,egypt
3824,مجزره باريس الشنعاء يقرها دين عقلالاسلام بريء التصرفاتاعزي الشعب الفرنسي وندعو العالم مجددا لتكثيف الجهود,False,NEG,msa
3825,قلق رمضان,False,NEU,msa
3826,يحق لك يالمولد تشوف ميسي بنص 😂,True,POS,egypt
3827,يستطيع يفهم اللهم بلغنا توقا لاجازه عمل شاق الاطراف بكل احترام يسب يخون سامحه الله,False,NEG,msa
3828,فكره كافيه داخل الحي ممتازه تطبيق فكره العمل الجزءي بنظام الساعه تفيد ابناء الحي انتظرونا قريبا 🌹,False,POS,msa
3829,انتجربتطالعين اطلبوا اوبر اسهل طريقه للطلعهكود مجاني اوبر 30﷼اول مشوار لك مجاني zvut2shwue,False,NEU,gulf
3830,الاخبار مش عارف حقيقه دعابه بتقول الدواسه جوز جوهره الرقاصه حازمجوزجوهره ياتري خبر صحيح كده الواحد يبعت النقطه ازاي وفين حازمجوزجوهره,True,NEG,egypt
3831,مشساكته عشان الناس مشساكته عشان ده حقي مشساكته عشان مش غلطي مشساكته عشان انتي اقوي المتحرش,False,POS,egypt
3832,حدا نازل حلب ورق ضروري لازم ابعته شكرا,False,NEU,egypt
3833,حكام الليغا اين بدانا السهره بهدف مضحك لسواريز وانهيناها بخطا كاسميرو والحكم ينذر دانيلو,False,NEG,levant
3834,العبادي يقصف اردوغان صاروخ ارض ارض erdoganisisis,False,NEG,msa
3835,تسلم لي عيونك يا احلي شيرين ♡ روحي شيرين محمد العراقي الجريح,False,POS,egypt
3836,موقع كلمتي الصين تدعم الاقتصاد المصري ب18 الصين,False,NEU,msa
3837,نشطتها مال هاري بوتر احس 😂,False,NEU,gulf
3838,مواهب يمنيه ابداع عرب ايدول اليمن الفيديوالعربي,False,POS,msa
3839,انت الاقطاع والتحكم باموال الشعب بشو بتعرف بعدك ولد روح بلط عمو بس بدي اعرف اساس انتخبوك طرابلس,True,NEG,msa
3840,4 الشريعه واحكامها كتبت وفاه الرسول ولذلك غلط تربطها بشخصه مش خوف حرص المعلومه صح,False,NEU,egypt
3841,جيش الكبت العالمي فهمنا ليش زعل طيب جستن بيبر ايش اللي زعله لايكون عنده امل تطالع SouhilaBenLachhab,True,NEG,gulf
3842,واضح امي دعت عليا وانا صغير وقالتلي روح ربنا يفرج خلقو ربنا طلعني مذيع,True,POS,egypt
3843,هدنهحلب تدخل حيز التنفيذ لاجلاء نحو٣٠ السكان المحاصرين حلب بدء بالجرحي كبار السن مسلحي المقاومهو جبههالنصره,False,POS,msa
3844,شخبار بوكيمون يالهبه 😋,False,NEU,msa
3845,اكن اللين معك❤,False,POS,msa
3846,وصل الامر بمصر ناءب كويتي يقول لرءيس مصر الهواء يا شحات مهانه بعدها مهانه رءيسنا شحات يا انقلاب العار يا اعلام العار,True,NEG,egypt
3847,بويز مررره حلوين,False,POS,msa
3848,ولما تبص حواليك هتعرف انك احسن ناس كتير عشان كده لازم تقول الحمدلله,False,POS,msa
3849,ينفعش حد ييجي ويمشي عدل ابدا ده ايه القرف ده,False,NEG,egypt
3850,الايام يا حبيبي بتجري ولسه انا مستنيه 💔☹️️اليسا,False,POS,egypt
3851,مقارنه بسعرها مافيها شيء مميز ابدا غريب مو ستايل غوتشي اقرب لمارك جاكوب,False,NEU,msa
3852,طوكيو تعرض 36 فرصه لتعزيز «الرءيه السعوديه اليابانيه 2030» عرضت 38 شركه يابانيه 36 فرصه مجالات الطاقه,False,POS,msa
3853,اتحدو العرب وغيرو صورهم الشخصيه مناضله لاسري فلسطين فالسجون تشاجرو اسباب وضعهم للصور حتي اتحادنا نختلف عرب,True,NEG,levant
3854,ودي اخذ امين محافظه جده بمشوار بسيارتي واشكره شوارعنا الخاليه الحفر والمطبات jeddah,True,NEG,gulf
3855,المحامي المتهمين تفجيرات دهب متهم عادل حباره اتهمته الداخليه بتنفيذ مذبحه الجنود سيناء دول بيكدبوا الكدب,False,NEG,egypt
3856,فيسبوك تتيح لعب كره السله عبر مسنجر اختراق حمايه هاكر,False,NEU,msa
3857,غوتشي,False,NEU,msa
3858,ثوره توحدنا انتخبواالعرص ريتويت,True,NEG,egypt
3859,باي ذنب قتلت مجزرهرابعهالعدويه السيسي,False,NEG,msa
3860,مش دي نوال الزغبي شوفتي بقي الفرق المصريات واللبنانيات😜عشان كنتوا فاكريني بكدب عليكوا,False,NEU,egypt
3861,عاجلهيلاري كلينتون تتقدم دونالد ترامب 9نقاطبحسب استطلاع جديد وول ستريت جورنال NBCصدر لحظات,False,NEU,msa
3862,احلام هالسنه منا نشوف الذهبيه بحلقه ارب ايدل نوال مره بتقول انتي بتجنني بارب ايدل وبكلشي بتحبي نوال الزغبي,False,POS,levant
3863,10 دور سينما مصر ستعرض فيلما بطولات قاسم سليماني العراق وسوريا انتاج الحرس الثوري الايراني,False,NEU,msa
3864,شبكه اتصال تابعه لحزب الله اشعلت احداث ٧ بالمقابل شبكه انترنت شرعيه اخترقت مءسسات الدوله تنتج غموض وتقاذف للتهم,False,NEU,msa
3865,شاء الله الاقرع بوتن 🙂,True,NEG,egypt
3866,اعلان بيبسي زمان وقصه مدريد ومانشستر يونايتد اشي اسمه برشلونهركزو روبيرتو كارلوس,False,NEU,egypt
3867,الاممالمتحدهالرمم المتحده تعجز اخراج بوتن سورياولاتعجز دخول وطني العراق وسرقه نفطه,False,NEG,egypt
3868,الشهرهالالكترونيه ☀️☀️☀️الاممالمتحده تطالب بتامين وصول المساعدات حلب,False,NEU,msa
3869,الشعب العربي يهتف ينتصر اليمين الرجعي الغرب اليمين المتطرف,False,NEG,gulf
3870,اتحاد العالمين اكل راس المسلمين لافروف,False,NEG,msa
3871,ابو اسماعيل امه امريكيه مش امريكيه طب فين الجرين كارد طب ده ماسك عيكم مستندات فالاخر فسسسسسس,False,NEG,egypt
3872,بيقولك مره عمل برنامج اغاني علشان يلم فلوس الناس والناس زي الهبل عماله تدفع لحد دلوقتي,True,NEG,egypt
3873,مكبر صوت للموبايل علب كانز فارغه How to create a speaker ماذالوالمدارسمختلطه كلنانصوتلسديمقديسات,False,NEU,msa
3874,الجزيره الغفران عيد يهودي يشل اسراءيل يعد الغفران اهم الاعياد الدينيه اليهوديه,False,NEU,msa
3875,صايره شوي اشتهي اكل استبعد اني حامل هخخخ,False,POS,msa
3876,رمضان كريم شاء الله,False,POS,egypt
3877,غوغل تطلق حمله اعلانيه ضخمه لهاتفها الجديد بيكسل,False,NEU,msa
3878,برطمان حنيه مليان زياده وماشي بيدلدق الاسد,True,POS,levant
3879,مندوبه واشنطن يومين قصف مستشفيين والان المستشفيات تعمل حلب هجمات النظام السوري روسيا عاجل اخبار سوريا,False,NEG,msa
3880,دونالد ترامب ردا انتقاده بشان تصريحه المشين المسرب بحق النساء انا تحدثت بسوء النساء صحيح بيل,True,NEG,msa
3881,حلبوزير خارجيه الجزاءر يشيد بتحرير حلب الشرقيه وبعوده سلطه الدوله الشرعيه لهاسوريهروسياايران,False,NEU,msa
3882,بينها موقع فايزر الالكتروني 50 قضيه سطو الكتروني وسط ازمه كورونا هاشتاق عربي سجل مركز الويبو للتحكيم والوساطه 50 قضيه السطو الالكتروني رقم يتوج عقدين النشاط الداعم للمستهلك والحرص مستخدمي الانترنت يستطيعون يجدوا بسهوله الم,False,NEU,msa
3883,اتعب شعور ممكن يمر الحبيبك انك تحاول تلهي نفسك بشيء عشان تشيل تفكيرك شيء ثانيكلناااالدلمانيWtpzZ,False,NEG,egypt
3884,JASTAقانونجاستاتركيا صانت وحفظت الدين والاخوهاما مصر تصون المال والرز رغم الدين والصلهفيبلادييوجد سيسي,True,NEG,egypt
3885,فاتوره فودافون الشهر ده اوووووووووفر ايه ده ده انا فاتح خطي الصين تجييش نص المبلغ ده طب مش دافع,False,NEG,egypt
3886,يقولك برود موقف سعد الحريري الاساءات للسعوديه لانه زعلان عشان املاكه محجوزه بالسعوديه ومو زعلان مادفع رواتب موظفينه بالاشهر اكل عاءلاتهم يصرفون ويعيشون المهم عنده قصره بباغي والرياض والبرستيج ولاهمه فساد المشاريع استلمتها سعودي اوجيه,True,NEG,gulf
3887,فيديو حصري ملكهالمسرح ميريامفارس حفل زفاف الشيخه لطيفه محمد راشد ال مكتوم,False,NEU,msa
3888,نجمه دراما استثناءيه تحولت ايقونه الدراما العربيه 💫ناطرينها ناديننسيبنجيم لهونوبس,False,POS,levant
3889,هنمنكان شلانچ طيب ايه يا حبايبي 🤔 MannequinChallenge,False,NEU,gulf
3890,كورسيرا اكبر موقع عالمي يحتوي مناهج جامعات عالميه الافضل تصنيف 2013 نتعاون معهم لتعريب المناهج شاركونا,False,NEU,msa
3891,رصداجتماع تركي روسي ايراني موسكو حلب,False,NEU,msa
3892,الشعبيردتحيهالرءيس انتخبواالعرص مصرالليله انصافالاخوان يمهلولايهمل مرسيرءيسي اشتونقاتله,False,NEG,egypt
3893,يوجد كسر شي يجعل الضوء يتخلل الداخل,False,NEG,msa
3894,اخبار برشلونه Monday 10102016 فيديو جماهير اسبانيا تهاجم بيكيه الاخير يعلن اعتزاله اللعب دوليا,False,NEG,msa
3895,بشري حل مشكله جامع خادم الحرمين الشريفين ويندوز 10,False,NEU,msa
3896,عامين شر جانا صوت وسط الشجر خلاص عهد الظلم مر الباطل والحق انتصر الحاج كرر يا علاءبنغازي,False,POS,msa
3897,مطرنا بفضل الله ورحمته ❤️,False,POS,msa
3898,مصرنيجيريا منظر الجماهير النهارده واقفين الخط بيشجعوا كاءن الماتش بيتلعب بمركز شباب اه والنعمه تامين يحزنون,False,NEG,msa
3899,واقعا معاشا لبنان بلد محتل ايران بواسطه جيشها المحلي المسمي حزب الله via,False,NEU,levant
3900,مش طالبه هاري بوتر قسما بالله 😂,False,NEU,egypt
3901,حتي محمد السادس ابناء فرنسا فرق بينه جنرالات الجزاءر,False,NEG,msa
3902,كلناضدمريمبيفور هههههه ذكرتونا بسوالف شات الود قلوب تتهاوش بنتين وبعدها يجون اشباه الرجال يدافعون البنات فضاوه,False,NEG,gulf
3903,اخيرا خلصوا الحراره لاعبه لعبها بس لازم نختم كلام اليوم😰واعتذر حزبالاعاده✋🏻سبحان اللهالحمد للهاستغفر الله😴😴 زدرصيدك37,False,NEU,egypt
3904,الاغنيه الهمت بيونسيه لاغنيه run the world,False,NEU,egypt
3905,وحده الكيانات العربيه جزء امنك القومي وحفاظا وحده كيانكان تعي,False,NEU,msa
3906,مات يترك وراءه جبرانتويني لبنان,False,NEU,msa
3907,التجاره احاله الشركه العقاريه المتورطه بغسل الاموال تحريات الارهاب,False,NEU,msa
3908,ولايه البركه صحيفه النبا مدارس منبج تفتح ابوابها جديد تحريرها داعش,False,NEU,msa
3909,ماراي المرتزقه واعوان ال سعود الكلاب اعترافهم بقصف العزاء وكيف تبنت داعش التفجير اعتراف السعوديه برايكم,True,NEG,msa
3910,نبيل العربي فخر لمصر علمه اخلاقه ووطنيته ونقاءه يفكر يسعي يوما للترشح للرءاسه تزجوا الرجل المناخ السياسي الملوث,False,POS,msa
3911,هشام الجخ يلقي قصيده ويجعلك تبكي القاءها ويجعل المذيعه تدمع ماذالوالمدارسمختلطه واشيقلقكفتويتر,False,NEU,msa
3912,مقدر الشغل بيخليك تتفرج الداعيه الشرشوحه شتايمه بتوصلني صحابيانا احب اضيع عمري حاجات لذيذه مش قميءه,True,NEG,egypt
3913,وهل يعتقد اوباما قرارته المجنونه بمثابه الكتب المنزله السماء فليخسا ادحروا عدوكم واخذلوه ايها العرب انما عار,True,NEG,msa
3914,ستبقيحلبحره ✋👌 باذن الله,False,NEU,msa
3915,لاعبي الاسبوع الشرق لاعب شيكاغو بولز جيمي باتلركن الغرب لاعب نيو اورلينز بيليكانز انتوني ديفيس,False,NEU,msa
3916,ﻗﺎﻝ اﺑﻦ ﻋﻤﺮ رضي الله عنهما اﻟﺘﻘﻮﻯ ﺃﻥ ﻻ ﺗﺮﻯ ﻧﻔﺴﻚ ﺧﻴﺮا ﻣﻦ ﺃﺣﺪ تفسير البغوي ٦٠١قنفوده ليبيا الجيش بنغازي طرابلس طبرق,False,NEU,msa
3917,تروه تكريم الرءيس التونسي عادلامامزهرهالفنون مشاهير,False,NEU,msa
3918,قرار مجلس الامن يكشف تواطء المجتمع الدولي نظام الاسد المجتمع الدولي يحمي انجازات ايران وروسيا بارسال مراقبين يضمون انتزاعها منهم,False,NEG,msa
3919,ابل يءكد اهتمام الحمود والعيسي بمشروع التدريب الرياضي,False,NEU,msa
3920,الاهلي اسلوبحياه,False,NEU,msa
3921,اهمال اداره المرافق العامه بما يءدي لقتل متوال للمصريين جريمه تستحق العقاب الجناءي افتقاد الرءيه وبرامج الاصلاح فشل يستحق العقاب السياسي,False,NEG,msa
3922,لافروف مبادره كيري بخصوص حلب فشلت روسيا امريكا فشل,False,NEU,msa
3923,ذباتكم 👎🏽,False,NEG,msa
3924,وتدري خاطري بجنطه شانيل معاها جنطه غوتشي جوتيها وبوك لويس فيتون,False,NEU,magreb
3925,حياهالتقنيه سيانوجين تتخلي تطوير رومات اندرويد كامله,False,NEU,msa
3926,ايها الاخوان تذكرون 52 شهيدا قتلتهم شرطه محمد ابراهيم باوامر مرسي شكر مرسي القتله واعلن حظر التجول اعترفوا بجراءمكم,True,NEG,msa
3927,نجاحالحج1437ه النجاحات السعوديه المتواليه تنظيم الحج تلجم افواه المشككين,False,POS,msa
3928,يحسب للرءيس مبارك حكم مصر تتحدث نفسها وبعد ربع قرن الحكم جعلها تتحدث نفسها بلالفضل,True,NEG,msa
3929,ترامب يعين متشددين فريقه واشنطن السعوديه الشرق,False,NEU,msa
3930,هاكر يخترق ويندوز 10 ويشغله شاشه السياره اخبارالخلافه اصداراتالخلافه,False,NEU,msa
3931,7 مش انا اللي لسه بيهري بيعملوا كده وطالعين نازلين كذب اسطوري والمفروض يعني اصدقهم يبقي دليل بالشكل ده اطنش,True,NEG,egypt
3932,منهج الانقلاب قتل وقمع وسجن معارض اعلام فاسد وقضاء مسيس ارتفاع للاسعار واقتصاد ينهار عزله دوليه وشحاته خليجيه,True,NEG,msa
3933,عاجل الرءيس الامريكي باراك اوباما يصل فلسطين المحتله للمشاركه جنازه شيمع,False,NEU,msa
3934,كلاب ونبحها تثدقوهم واشنطن,True,NEG,msa
3935,سفر رءيس الجمهوريه ورءيس الوزراء الخارج التوقيت استهانه بالشعب المصري 25,False,NEG,msa
3936,سالي غوغل,False,NEU,levant
3937,جالسه تمطرررر,False,NEU,egypt
3938,يا سنيني اللي رحتي ارجعيلي ارجعيلي شي مره ارجعيلي ورديلي ضحكاتي اللي راحت 💔فيروز,False,NEU,levant
3939,بيصرخ لوصول الدولار 15 مصر اتنيلت وبتنهار يا سيسي,True,NEG,egypt
3940,يسقط يسقط حكم العسكر ثوره25يناير باسمرءيسالمصر انتخبواالعرص,True,NEG,egypt
3941,حبناهم باعونا ولما بعناهم جروا علينا 👌مشتاقاسمعجملهعادلامامكلمهلحبيبقلبكحباعميولسهيامصرهشوففيكيعليهويمصر,True,NEG,egypt
3942,فيحاجهصح الجيش المصري قوي ومتماسك,False,POS,egypt
3943,استشهاد جنود مصريين الحدود بنيران صهيونيه جريمه مقبوله دماء هءلاء الشهداء تستدعي موقفا جادا حفاظا كرامتنا وصيانه لحدودنا,False,NEG,msa
3944,عقوبهالاعدامللمرتشين الغريب بقي الدكتوراه بتاعت رءيس مصلحه الجمارك المرتشي التهرب الجمركي واثره عجز الموازنه العامه تعليم تربيه حاجه تجيب شلل,True,NEG,egypt
3945,احداثمنالذاكره مبارك يستنجد بالبلاطجه عنوان صحيفه الجمهوريه الصادره مدينه تعز ويبدو العنوان خطا بكفيحصار اضبطواشركاءالمخلوع,True,NEU,msa
3946,يعني مش هاري بوتر زي الاموره دي بتقول 😂,False,NEU,egypt
3947,ابويمن بتسوي نفسها اماراتيه ياخي تحكين الارض بضروسج تصبحين اماراتيه,False,NEG,gulf
3948,ابرز نشاط للانقلاب تطهير مصر العلماء والاحرار والشرفاء والموهوبين والمتفوقين الجامعات والمدارس,True,NEG,msa
3949,وهاب يستعرض «سرايا التوحيد» بحضور «حزب الله» ويتحدي جنبلاط,False,NEU,msa
3950,سعد رمضان زف عريسا مسقط راسه,False,NEU,egypt
3951,سجنبرجالعرب سجن برج العرب يعذب المعتقلين نهار رمضان,False,NEG,msa
3952,الاخوان يكتبوا بالانجليزي عشان يستقووا بالخارج مافيهاش مشكله انت عملت كده تبقي عميل,True,NEG,egypt
3953,شعري بس مسويه ميريام فارس,False,NEU,levant
3954,جورج اسحق وفد المجلس القومي لحقوق الانسان للمراقبه نتحرك شرق وشمال القاهره ادعو الجميع للمشاركه ومنع التجاوزات وجدت,False,NEU,msa
3955,كنتم اعرضتم الشام وحمايته خلعناكم واقمنا سلطانا يحوطه ويحميهشيخ الاسلام ابن تيميه للسلطان الناصر مح,False,NEU,msa
3956,ياخي صدقت بشار الاسد ونظامه بيجيب فلسطين ويهزم امريكا واحسن العالم اولياء الله الصالحين حسننصرالله,True,NEG,msa
3957,حفتر احداثيات قصف الناتو لليبيا اليوتيوب البث الحي 😈,False,NEU,msa
3958,بوب ديلان شكله فوتوجينيك ابن اللذينه,False,POS,egypt
3959,العاءله تسد ثغور الحياه اللهم عاءلتي فاني بهم استقيم❤️,False,POS,msa
3960,اقترح تويتر تعاقب ليبرالي ملحدكل شيعي علماني ١٢٠ حرف بس لكل تغريده,False,NEG,msa
3961,مفتي السعوديه يستنكر الهجمات حلب الله يرحم ستك اللي تقول جبنه كيري جبنه لحس,True,NEG,levant
3962,السعيد افتقد رمضان صبحي الاهلينتفهم بما يكمل لاعبين تمريرات بينهما داخل المنطقه الموسم الدور,False,NEG,msa
3963,علاء الاسواني رايي اننا متحضرون لكننا نعيش دوله متحضره اقرا المقال كامل,False,NEG,msa
3964,هنرجع للقسم المختص ونرجع لحضرتك مره اخري,False,NEU,msa
3965,تحطم طاءره نقل عسكريه روسيه طراز ايل18 روسيا ومصرع 33 جندي كانوا متنها,False,NEG,msa
3966,المدير المالي لاكتفيجن بليزارد المدير المالي Netflix يعني احتمال نشوف Loot box يفتح لك مسلسلات عشواءيه حلقات اضافيه تشتريهم DLC حتي تشتري Skins كخلفيه تدفع فلوس عشان تسوي ريست لعداد المشاهده اليوميه,False,NEU,msa
3967,ش3 رسميه محمد زايد المطوع الخيارين مهرجان المءسس 5122020 الشلفه الفضيه للثنايا بكار عمانيات 123288,False,NEU,msa
3968,القرداتي اخوان والقرد بتاعه مات الجماعه بتجيب قرد استبن المعصره,True,NEG,egypt
3969,بنغازيﺍﻟﻘﻮﺍﺕ ﺍﻟﻤﺴﻠﺤﺔ ﺗﻠﻘﻲ ﺍﻟﻘﺒﺾ ﻋﻠﻰ 4 ﺃﺷﺨﺎﺹ ﻣﻦ يحملون ﺍﻟﺠﻨﺴﻴﺔﺍﻟﺴﻮﺩﺍﻧﻴﺔ ﺣﺎﻭﻟﻮ ﺍﻟﻔﺮﺍﺭﻣﻦ ﻣﻨﻄﻘﺔ ﻗﻨﻔﻮﺩﻩ ﻭﻣﻌﻬﻢ ﻣﺒﻠﻎ ﻣﺎﻟﻲ ﻛﺒﻴﺮ,False,NEU,msa
3970,السعوديه تطالب مجلسالامن باجراءات دول تدعم ميليشيات الحوثي والمخلوع اليمن,False,NEU,msa
3971,يصل الاستعلاء مداه بانهاء الحوار والكلام معكم فيش فايده هكذا ينظر اطراف حرس الاخوان الحديدي للديمقراطيه وللحوار,False,NEG,egypt
3972,لافروف المقاتلين سيرفضون الانسحاب حلبالشرقيه سيعاملون كارهابيين روسيا ستدعم الحمله سيشنها الجيش السوري عليهم,False,NEU,msa
3973,مغاربه فرنسا والدفاع القضيه الوطنيه,False,NEU,msa
