,Unnamed: 0,tweet,sarcasm,sentiment,dialect,POS_FREQ,NEG_FREQ,NEU_FREQ
2046,2046,يمتنع الاكثار البيض الحالات التاليه •المصابون بارتفاع حاد بالكوليسترول دهن الدم •المصابون بالربو حساسيه الصدر ريالمدريد,False,NEU,msa,54,31,206
2047,2047,القناعه كنز الفقراء والفقر لعبه السياسه والسياسه توزيع القناعات المقنعه الفقراء ظلم,False,NEG,msa,25,11,70
2048,2048,نت فودافون بيعلم الصبر,True,NEG,egypt,10,10,55
2049,2049,اضفت فيديو قاءمه تشغيل تحميل نسخه ويندوز,False,NEU,msa,8,9,38
2050,2050,السيسي يلوم الخطاب الديني المرتبط بالعصر لحق ضرر بقطاع السياحه مصر مرسي الاخوان السعوديه الامارا,False,NEU,msa,35,17,119
2051,2051,مره اعرف امازون ممكن اشتري حاجه مستعمله زي اولكس,False,NEU,egypt,7,6,27
2052,2052,حضاره وجود المراه يجب نثق قدرات المراه فهي داءما جزء النجاح المراه,False,NEG,msa,14,8,47
2053,2053,معدل عمر الوزراء الحكومه العتيده سنه تتراوح سنه فيما متوسط العمر لبنان,False,NEU,msa,20,14,72
2054,2054,انظر عينيها وسوف تري العصيهبنغازي,False,NEU,msa,6,8,39
2055,2055,انشر اعلانك اكبر صفحات الفيس ماذالوالمدارسمختلطه,False,NEU,msa,14,5,40
2056,2056,رباااه اري اماميبعد جمالها مستحيل يحلي بعيوني شي ❤ناديننسيبنجيم,False,POS,levant,32,11,91
2057,2057,شاهد عرض عسكري لابطال الجيش واللجان الشعبيه بمناسبه المولدالنبوي الشريف خب والشعف الجوف,False,NEU,egypt,41,27,172
2058,2058,اللهم تخرجنا رمضان اصلحت حالنا واسعدت حياتنا وغفرت ذنوبنا وتقبلت صلاتنا وصيامنا وحققت لنا نتمنا,False,POS,msa,28,22,112
2059,2059,مناورهبمناسبه المولدالنبويالشريفقووووووووووهياجندربي,False,NEU,levant,29,47,193
2060,2060,تعتقد بانه السبب الحقيقي محاربه الاميه البلاد العربيه لتطبيق الشعار المواطنين,False,NEU,msa,35,17,139
2061,2061,الحكومه جاده محاربه الارهاب الارهابيين تقوم باسقاط الجنسيه شارك واسهم ودعم الارهاب سواء بالمال الجهد بالقول ده الحكومه جاده يعني لان طول ماحنا بناكلهم بط وحمام محشي مش هانطلع خطوه للامام,False,NEG,msa,68,48,278
2062,2062,منزل باراك اوباما للفخامه عنوان,False,NEU,msa,12,10,57
2063,2063,سعدالبريكيزورحسينيهكذبوا علينا لاننا نوافقهم تاييد السيسي وعداوه اردوغان فلن نقول ماقال بعضهم⬇️ ولن نفتري,False,NEG,msa,33,30,153
2064,2064,الغلا ساكن وبالقلب حليت بقصي خفوقي مسكنك ضمكلا اتخلي عنك غبت وابطيت غلاك يسري بي سار دمك❤️❤️,False,POS,msa,66,21,154
2065,2065,عششششق بيونسيه احب جنونها الاستيج ,False,POS,levant,9,10,59
2066,2066,مقتل شرطي سعودي بالرصاص شرق المملكه الكويت المغرب كلمات,False,NEU,msa,20,10,66
2067,2067,الخارجيه المصريه تحمل مسءوليتها والعمل الافراج الفوري الصحفيه شيماء عادل المحتجزه السودان كرامه المصريين اهم رغيف العيش,False,NEG,msa,35,12,72
2068,2068,شريت فيغرز امازون وشحنوها لي عادي كلفي الشحن لين الرياض ٤٥ بس,False,NEU,gulf,19,18,71
2069,2069,بوكيمون انتم مصخره,True,NEU,msa,4,8,35
2070,2070,استءناف عمليات اجلاء العالقين حلب الشرقيه,False,NEU,msa,15,2,31
2071,2071,كورتولموش المجتمع الدولي ضمان اجلاء المدنيين احياء حلبالمحاصره النظام السوري والتنظيمات الاجنبيه,False,NEU,msa,37,22,119
2072,2072,جوله الاعاده دعا الاسواني لجبهه تدعم مرسي بشروط الثوره فلما رفض الاخوان شروط الثوره دعا المقاطعه ومواقفه كلها منشوره فخور,False,NEU,msa,35,37,162
2073,2073,ارمله سوريه بالسعوديه تبحث رجل محترم,False,NEU,msa,14,10,57
2074,2074,تبعد وانا ابعد وتزداد فيني قروبالمملكهللدعمفيصلالراشدللدعمقروبفيدررقروبمختلفللدعمقروباحساسشاعر,False,NEU,gulf,41,30,181
2075,2075,ولايه حمص مكتبه الهمه حشد نينوي العشاءري جاهز لتحرير مدينته مجرمي داعش,False,POS,msa,15,8,50
2076,2076,جان اوغاسبيان وزير الدوله لشءون المراه رجل حكومه لبنان شف الاسم وشف المنصب موب موب عندنا العرج وماسك تماسيح وتولجوه نزاهه,True,NEG,levant,44,46,221
2077,2077,ريكيمارتن وخطيبه يثيران ضجه وهذه تفاصيل علاقته باولاده,False,NEU,msa,13,13,67
2078,2078,امريكا استخدمت فيتو منع ادانه اسراءيل بمجزارهاعندما يتحدث مجلس الامن الشرف,True,NEG,msa,12,5,44
2079,2079,بالصور باراك اوباما يعايد ميشيل ذكري زواجهما ال,False,NEU,msa,15,15,80
2080,2080,شكرا لدعمك,False,POS,egypt,2,0,4
2081,2081,بيقولك دعوه السيسي دي دعوه لحرب اهليه اساس التلويح بسيناريو سوريا والارهاب سينا والدعوه للعصيان وتقسيم ال,True,NEG,egypt,42,38,187
2082,2082,مررررررزوووقفاااااااالحالحححححبييييينيالرافع,False,NEU,msa,17,11,49
2083,2083,انا قررت اصوت حق المرشح اللي يسوي ال انتهي,False,NEU,gulf,12,6,30
2084,2084,تسريبات ويكيليكس هيلاري كلنتون قطر تدعم داعش وهذه خطه المواجهه لتفاصيل,False,NEU,msa,18,14,70
2085,2085,افضلمباراهتنسشاهدتهابدون ترتيبفيدرر مونفيس امريكافافرينكا نوفاك رولانفيدرر نوفاك امريكانادال مونفيس مونتي كارلو,False,NEU,msa,22,30,145
2086,2086,تاريخ انت رجل هاديء تحمل طياتك الكثير الالام وسيم تحب مساعده الاخرين الخ تاريخ انت رجل فض كثير التعصب والانفعال تهتم بمساعده الاخرين وجهك يشبه الضب الخ,True,NEG,msa,43,19,144
2087,2087,كثير التدريب العسكري للجيش الشعبي لتحرير السودان كوبا بهذه المره كاسترو وعاء لاحدي اقدم مءامرات بريطانيا وادي النيل,False,NEU,msa,39,25,155
2088,2088,اخبار عربيه الحرب اليمن صالح يدعو اليمنيين مهاجمه السعوديه,False,NEU,msa,20,12,79
2089,2089,السلام عليكم هههههههه,False,POS,msa,6,0,7
2090,2090,تدنينا سء العلم والعلوم والسياسه والفكر والثقافه والفنون لان بريطانيا سلمت بلادنا لقطاع طرق ورعاع داخل بلادنا عدنم حتي,False,NEG,msa,43,30,163
2091,2091,رغبه عارمه الانتقام جاءتني الفرصه ساكون شراسه منهم اعترافاتليليه,False,NEG,msa,11,5,39
2092,2092,مساهمات لدعم داعش,False,NEU,msa,2,0,6
2093,2093,الحدباء الشيخ كمال الخطيب صوت فلسطين الاصيل الموصل الموصلمقبرهالروافض,False,NEU,msa,35,18,110
2094,2094, الهبه الجديده وسيكثر الهبل,True,NEG,egypt,13,7,50
2095,2095,ويييييييينك يا لبران تستر عقل خويك,False,NEU,levant,8,8,40
2096,2096,اساسيات قرار مقاطعهقطر الدول المقاطعه السعوديه ومصر والامارات والبحرين دول مجموعه المقاطعه ولن تتراجع دوله دولتين باقي الدول المقاطعه نتيجه باسباب جوهريه وقويه بالنسبه للدول المقاطعه ولن يتم الغاء المقاطعه بانتفاء الاسباب,False,NEU,msa,83,68,360
2097,2097,اسراءيل تعلن اغلاق شامل للاراضي الفلسطينيه رام الله اكتوبر قنا سلطات الاحتلال الاسراءيلي فر,False,NEU,msa,36,5,65
2098,2098,عيدالام امي امي يا اجمل يبدا يومي صنع دعواتك سعاده لي تنتهي,False,POS,msa,10,8,46
2099,2099,راب يونجون بوما شي لازم مانوقف نتكلم,False,NEG,msa,12,16,75
2100,2100,السفاره المصريه العظيمه السعوديه بتوزع منشورات المصريين لكي يصوتوا بنعم الاستفتاء الدستو,False,NEG,msa,26,22,110
2101,2101,الفراج يشن هجوم بطريقه قذره اتحاد منتخب ويتحدث العداله يبرر العنصريه فلول اكشنيادوري,True,NEG,msa,24,18,103
2102,2102,تنميه محور قناه السويس يعد مشروعا قوميا السادهالمحترمون,False,NEU,msa,13,15,60
2103,2103,انا اعاني اقسي انواع الطفش فكرهجميله يحطون غرفه نوم بالجامعه اروح اخذ غفوه بالبريك,False,NEU,msa,21,21,105
2104,2104,اخيرا جولات عديده طلعت لويجي,False,NEU,egypt,8,6,26
2105,2105,سجل اوبر بسيارتك الخاصه للعمل اوقات فراغك ومتي شءت رابط التسجيل اوبر,False,NEU,msa,26,20,114
2106,2106,داكشي اللي كاين تشك ات اون غوغل حني تنسميوه هرمي داك لي تيديروه العيد الكبير,False,NEG,magreb,19,14,74
2107,2107,اردوغان يعزي بذكري استشهاد الحسين السلام تنطلي هكذا الاعيبالتي تريد تبين انك لست بطاءفي,False,NEG,msa,24,11,96
2108,2108,معرض فرص العمل فن فنون جذب العماله كنت شركه غوغل سابق عهدها دعمرالمحمد تدريب استشارات,False,NEU,msa,21,12,88
2109,2109,سلبت مني المناام العقل توهته اتجنن,False,NEU,msa,11,5,37
2110,2110,عايش معاك مفيش جمالها زي الملاك دي اقل كلمه بقولها بحبك عمرو دياب —,False,POS,egypt,28,17,98
2111,2111,ايران تلوث بيءه الاحواز واصابه ٢٧ بالسرطان شهرين,False,NEG,msa,20,28,100
2112,2112,موسكو ستطلب الناتو ردودا بناءهاسالاكثر,False,NEU,msa,14,16,79
2113,2113,الفيتو الصيني الاخير مجلس الامن وراءه الصين,False,NEU,msa,14,6,34
2114,2114,ال الشمال ده زيت باسمعوده الارهابي اللي اليمين ده زيت الاستقرار بتاع السيسي,True,NEG,egypt,25,9,81
2115,2115,وظاءف بدايه الاسبوع قطر تابع التفاصيل بالكامل وطرق التقدم الرابط التالي,False,NEU,msa,31,19,123
2116,2116,اكون وحيدا معك نهايه اليومالا اري سواك بينما المساء يمضيفقط ليءكد قليله المسراتومسرتي الوحيده اني وحيد معك بوب ديلان,False,POS,msa,35,30,150
2117,2117,بطني ههههههههههههه,False,POS,egypt,2,2,16
2118,2118,قرارات مرسي انتقاميه,False,NEG,msa,0,0,2
2119,2119,عاهات بالانستقرام فولورزه الاف مو مشهور يعرفه ينزل بوست معرض يحط صورته يكتب حياكم انا ضيف شرفشفيك جستن بيبر,True,NEG,levant,26,28,149
2120,2120,اراد حكم الاهطل ربنا يتولاه,True,NEG,egypt,10,5,32
2121,2121,اللهم عافني بدني اللهم عافني سمعي اللهم عافني بصري اله انت اللهم اني اعوذ بك الكفر والفقر اللهم اني اعوذ بك عذاب القبر اله انت ٣مرات,False,POS,msa,47,30,162
2122,2122,٢١ المجد التليد لرقي فن فيروز ❤️فيروز,False,POS,msa,27,18,43
2123,2123,السابع ناءب رءيس جامعهالمنصوره الدواعي الامنيه سبب تقديم موعد الامتحانات,False,NEU,msa,22,17,107
2124,2124,ممكن تشتريه موقع امازون محلات معالجه المياه,False,NEU,egypt,9,6,27
2125,2125,السبري متوفر بكل بيت مكوناته وتقدري تشترينه امازون,False,NEU,gulf,14,18,91
2126,2126,السلطات لبنانيه تشرع ببناء جدار فصل عنصري مخيم الحلوه للاجءين الفلسطينين لبنان لبنانمخيمعينالحلوه,False,NEU,msa,42,16,137
2127,2127,مرحبا اخي انا الجنس الكلبه الخاص الوجه يتخبط غوتشي,True,NEG,msa,19,12,77
2128,2128,عشقي لهافنغتون بوستسياسه السعوديه لاتتعارض زيارتي لاسراءيل اخطط لزياره اخري,False,NEU,msa,17,11,64
2129,2129,حلباكثرشهيد باذن اللهبينهم بينهمتلاميذ وعشرات الجرحيبغارات روسيه بصواريخ ارتجاجيه عليبستان القصر ال,False,NEU,msa,35,23,157
2130,2130,حلب الجيشالسوري يحكم سيطرته كامل الاقسام الشرقيه حيكرمالقاطرجي حيبابالنيرب حيالحلوانيه,False,NEG,msa,36,14,105
2131,2131,تعرف سعر ومواصفات هاتف جوجل بالتفصيل,False,NEU,msa,11,11,49
2132,2132,هاشتاج الاخونجيه بتاع امدادات النفط مصر مصدره بريطانيا اسكتلندا وصخلان اردوغان ينبحون الشرق الاوسط,True,NEG,msa,24,21,119
2133,2133,جماعه الهند تناصر دونالد ترامب واحتفلت بعيد ميلاده ال اشهر وقدموا الكعك متمنين الفوز الانتخابات,False,POS,msa,28,21,119
2134,2134,صح النوم عاصفه الحزم اقضت مضاجعهماين دوركم الاعلامي بالرد التهم والكذب السعوديه الاعلام الغربي,True,NEG,msa,34,18,111
2135,2135,تحدثنا الكتاب الجميل خروج المصريين السلاطين وقت الحديث خنوع المصريين موضههذا الجزء,False,NEU,msa,26,14,78
2136,2136,نسيت حماس جرمها للموحدين غزه التاريخ ينسه قصف مسجد السلفيه الجهاديه غزه وقتل ⁦,False,NEU,msa,18,6,46
2137,2137,انت عارف مجموعه الشيوعيين بالاسم ابقي قدم فيهم بلاغ ولاتنشر الكلام عواهنهكلامك واضح يارجل الحوار,False,NEG,egypt,32,24,126
2138,2138,فيفيعبده طلعت بقناه ام بي سي وتتكلم الشرف والاحترام وانها الام المثاليه وقاحه,True,NEG,egypt,26,18,100
2139,2139,ابراهيمعيسي مفيد شهاب مصر ونقطه الشرطه اللي تيرانصنافير مش سياده الخراءط اللي سياده طب الخراءط اهي وجاب الخراءط,False,NEU,egypt,26,14,106
2140,2140,الاسلام دين الرحمه واكرام النفس يامر بهذه الافعال لايفعلها مجنونشركالرافضهفيعاشورا,False,NEU,gulf,24,11,70
2141,2141,القران علاج لمن كسرت الحياه قلوبهمكلناااالدلماني,False,POS,msa,20,5,46
2142,2142,يكفينا فخرا انو بتاريخ هالجمهوريه اجا رجال عالرءاسه الاولي اسمو ميشال عون,False,POS,levant,19,17,78
2143,2143,خاصيه للمحافظه شحن بطاريه الهاتف لاطول مده ممكنه,False,NEU,msa,15,5,38
2144,2144,اعرفوهمانقلابمصريسقطحكمالعسكر الداخليهبلطجيه شهداءالحريه الشهيد محمد فتحي بنيسويف,False,NEG,msa,26,12,88
2145,2145,بالصور شمسان بطلا وحضرموت وصيفا بطوله الجاليه الجنوبيه بتبوك السعوديه عدن اليمن,False,NEU,msa,37,36,188
2146,2146,الاحتلال يمنع فلسطينيا السفر الاسبوع لاسباب امنيه,False,NEU,msa,22,9,75
2147,2147,بشار الاسد ينفي استهداف قوات النظام لمستشفيات مدينه حلب ويقول ربما يحدث وجه الخطا,False,NEU,msa,24,18,105
2148,2148,الاعتقالات كالامطار بلا مبررات الانقلاب يرفض حضور المحامين لتحقيقات النيابه,False,NEG,msa,30,11,92
2149,2149,ضبط مديرمستشفي التامين الصحي ببني سويف يرتدي بنطلون جينز واقالته منصبه طيب ماله الشورت ترقيتك بلد,True,NEG,egypt,33,26,169
2150,2150,اتوقع يعدل عزيز النشيد الوطني كتاب الشامل للسنه الرابعه نشيد قطتي صغيره اسمها نميره,False,NEG,msa,22,10,77
2151,2151,دانيال رادكليف هاري بوتر كلابه,False,NEU,msa,11,7,48
2152,2152,وجود اءمه للمساجد وحظر التجول احنا عهد اللي بيصلي عارف يصلي الجامع الهلاس عارف يهلس كباريه واءلعباس,True,NEG,egypt,39,21,124
2153,2153,النظام السوري قمعي اروح واقف صف جبهه النصره وال مليشيا المسلحه ارجاء الدنيا اءيدها وابررلها وممكن انضم كمان,False,NEG,egypt,30,22,114
2154,2154,انا لست روميويرونااقف مشدوها عاجزا انت تطلين شرفهانا احبك اذهبانا احبك سامد يدي اتلمسك لنبقي فلقد خلقنا لاحبك مصر,False,POS,msa,31,22,142
2155,2155,غوغل تضع اللمسات الاخير لمتصفح كروم لتقليل استهلاك الذاكره ب,False,NEU,msa,25,8,56
2156,2156,فيسبوك توقع رسميا طرف وذلك لتاكيد صحه الاخبار المنشوره عبر الشبكه وذلك تفاديا للاشاعات ويكون الفيسبوك,False,NEU,msa,37,34,175
2157,2157,انفراد تكلفه السفر لمنتدي الاممالمتحده حقوقالانسان بجنيف نفقتنا الخاصه يتحملها البرلمان,False,NEU,msa,28,7,72
2158,2158,حتي اعتصام اولياء الامور قدام مدرسه مخوفنهممن الله خير واقفين چنهم نواطير,False,NEG,msa,14,15,61
2159,2159,حسااوي اخته ضايعه الحرم قاعد يناديها باعلي صوته لطووف لطووف رد مشكلجي ليش مسجد ابوك نطوف نكت ツ,True,NEU,gulf,27,29,127
2160,2160,اضفت فيديو قاءمه تشغيل بيونسيه,False,NEU,msa,6,8,40
2161,2161,النضارات بقت موضه تقويم اﻷسنان بقي موضه برضو مش بعيد بكره تلااقي صحبتك جايالك بكرسي متحرك تفوليلها سلامتك اتشليتي مرارطافح,False,NEG,egypt,36,30,177
2162,2162,شارل جبور الرءيس اجتاز الاستحقاق المسيحي معراب والسني بيت الوسط والشيعي عبر دعم حزب الله وهذه الرءاسه,False,NEU,msa,38,25,150
2163,2163,محمد حمد زكي يتخطي رقم احمد الشيخ خروجه قايمه المباريات,False,NEU,msa,10,5,32
2164,2164,ميريامفارس تطل بلوك جديد يظهر ذوقها الرفيع مشاهير اطلالاتالنجمات,False,POS,msa,16,8,50
2165,2165,انديموراي يحصد جاءزه شخصيه بريطانيا,False,NEU,msa,4,5,29
2166,2166,الخير العواصف الرعديه المتناثره ول عموم حاله الطقس المتوقعه •,False,NEU,msa,22,13,61
2167,2167,يتعشي بالارز وينام فراش اسراءيل,True,NEG,msa,7,5,32
2168,2168,سيعلن جوليان اسانج مءسس منظمه ويكليكس لندن فضيحه يقول ستحطم ☠هيلاري كلنتون تنهي عاءله كلنيون تاسي كويت بورصه فوركس,False,NEG,msa,30,26,126
2169,2169,سءال للمنبهرين ايه اللي يبهر اكتر نظره البت سءال الصحفيه شيموز ده اسمها اللي كتباها حساب فيسبوك,False,NEU,egypt,36,18,138
2170,2170,لقين كراش بوكيمون سعتك الاكل ممنوع ❎الاكلولاالكراش,True,NEG,egypt,20,14,71
2171,2171,ويل للعرب شر اقترب مغني الراب الشاذ ريكي مارتن يتزوج سوري مشهور والعياذ بالله,True,NEG,msa,29,23,127
2172,2172,انت استلذ باحلامي بك واستطعم الحب بحضورك مقتبس تصميمي ميسي,False,POS,msa,21,16,105
2173,2173,محمدبنسلمانتسديد قروض بنكيهسداد القروض البنكيهواستخراج قروض جديده الاهليراتب الرياض راتب العربي الفرنسي الراجحي راتب للتواصل واتساب,False,NEU,msa,48,34,220
2174,2174,نصيومناديننجيم نصيوم ندوونتي عم تبكي يارب الله ينتقم جابر ههههههه رمضان انا بدعي,False,NEG,levant,16,20,114
2175,2175,انت ماسرقتش دار الشروق انت سرقت الاستاذ احمد بهجت واسرته فكره لان المءلف المستفيد حقوق النشر,False,NEG,egypt,21,11,71
2176,2176,مو اعلان حتي كده سلفي,False,NEU,gulf,6,3,16
2177,2177,مصر وشعبها يسكنون قلوبنا❤️ المدعو سيسي يحتاج لدرس عربي لمعاني الوفاء وحفظ المعروف الدرس لهايقا,True,NEG,msa,48,27,143
2178,2178,مستشارا الطرطور مصطفي حجازي واحمد المسلماني يتعاركان علنيا للفوز باكبر نصيب تورته الانقلاب,True,NEG,msa,30,20,121
2179,2179,اوقفواالفحم,False,NEU,msa,5,6,20
2180,2180,متابعات الرءيس السوري بشار الاسد يقول للجيش السوري يحارب المجمو الميادين يكفي,False,NEU,msa,29,18,108
2181,2181,طلع لي باقتراحات المتابعه حساب بنت اخذت لفه هادي وجميل اضغط متابعه طلعت وراح تكفين يانوره تعالي مره اخري,False,NEU,gulf,30,19,122
2182,2182,ضيفوني,False,NEU,msa,1,3,11
2183,2183,عظيم الفرق اراده العارف واراده الجاهل وانا جاهل يا ربي وانت وحدك العارف,False,POS,msa,19,14,68
2184,2184,طيب ميسي وسواريز مسوينن اظءء نشرب الكوب ويشيل ولده ومدري وش,False,NEG,gulf,20,30,134
2185,2185,تطاولك شيخ الازهر تجاوز الحدود السادهالمحترمون,False,NEU,msa,16,12,52
2186,2186,النفس صاار ثقيلل جسمي تعبان ومرهق التفكير,False,NEG,msa,11,5,36
2187,2187, شكر,False,POS,msa,0,0,1
2188,2188,هيلاري كلنتون مراهقه,False,NEU,msa,5,3,15
2189,2189,جوال خصم امازون,False,NEU,msa,4,6,21
2190,2190,ارقام روجر فيدرر وصوله سن ال,False,NEU,msa,7,9,34
2191,2191,تعريفالصديقالكفو اوبير تسجل اوبر احصل مشوار مجاني بقيمه ٨٠ استخدم الرمز,False,NEU,msa,21,20,102
2192,2192,الثقافه القرانيه الواقع العالمي تصنعه قوي الطغيان شاهد حاجه البشريه التغييرذكرءالمولدالنبويالشريف,False,NEU,msa,33,16,99
2193,2193,الكراهيه بتعمينا الحقيقه والحب بيعمينا الاخطاءمشتاقاسمعجملهعادلامامكلمهلحبيبقلبكحباعمي,False,NEU,egypt,37,17,137
2194,2194,الاخوان مصر صراع وجود ومعركه بقاء يحاول الاخوان انتاج المشهدالسوري طريق توسيع بءرالارهاب رابعهالنهضهالالف مسكن ومدينه الانتاج,False,NEG,msa,38,35,176
2195,2195,ولو لك حد اكيد نوال الزغبي,False,NEU,levant,14,11,53
2196,2196,يعد مطلبنا ايقاف العدوان والحصارمطلبنا اسقاط نظام مملكه داعش الكبري كونها الطريق لتحري الامه والقدس,False,NEU,egypt,32,18,113
2197,2197,يامستني تصريف البنيه التحتيه يامستني الحراميه يتركوا السعوديه امطارالرياض حزن,True,NEG,egypt,17,8,52
2198,2198,مصر خسرت ارواح ابناءها تعوض بمال السعوديه اوالامارات,False,NEG,msa,15,16,77
2199,2199,التقي الوزير كيري العاهل المغربي الملك محمد السادس مشاركته مءتمر الاطراف بشان المناخ انعق,False,NEU,msa,26,7,68
2200,2200,افضلمباراهتنسشاهدتهافيدرر جوكوفيتش نص نهاءي فرنسا ,False,POS,msa,6,8,46
2201,2201,التعويذات المذكوره سلسله افلام هاري بوتر كلمات حقيقيه لغات مختلفه وكلها تاتي بصيغه الامر بنفس طريقه التعويذات السحريه,False,NEU,msa,37,21,119
2202,2202,اليمن بيان جمهوري يطالب اوباما برد حاسم الحوثيين وزاره الدفاع الامريكيه البنتاغون اشارت التحريرموعدنا,False,NEU,msa,33,28,154
2203,2203,الجمعه احب الايام للمصريين الاحرار يلتقون معا الشوارع بلا موعد ترتيبات يهتفون للحريه وللشرعيه ولخير مصر وسقوط الانقلاب,False,POS,msa,49,32,170
2204,2204,حط بوب ديلان,False,NEU,msa,8,7,43
2205,2205,☹️من زمان اشارك بمسابقات رمضان مو قبله كلي امل افوز معك ايفوت ياتي بعا الله لطيف خبير,False,POS,gulf,27,19,120
2206,2206,يتيح تطبيق امكانيه التقاط الصور المتحركه مباشره اضافه الفلاترنصاءحتقنيه,False,NEU,msa,18,7,54
2207,2207,الثوره مكمله ثورهيناير باسمرءيسالمصر انتخبواالعرص,True,NEU,msa,15,13,69
2208,2208,البلد اللي اليسار ممكن يتحالف اليمين المتطرف عمرها تتقدم فكرهلمصرتتقدمبيها,False,NEG,egypt,23,4,54
2209,2209,اعوذ بالله والله الجمهور حاس بالخوف المباراه فريق مييييت عرضيات شي عساف الدفاع مسكوا كوره الوسط,False,NEG,msa,32,27,133
2210,2210,جعله امان الله وين وجه,False,NEU,msa,8,6,26
2211,2211,هاد لحد ماعرفتش علاش تدار,False,NEU,magreb,5,0,9
2212,2212,بكره بروفه الدوام رمضان,False,NEU,egypt,8,10,53
2213,2213,بالنسبه للشرق الاوسط وعلاقته بالانتخابات الامريكيهفللاسف يحدث جديدهيلاري مءمنه بفلسفه اوباما بالمنطقهتقليل النفقاتال,False,NEG,msa,50,23,177
2214,2214,انطلاق اجتماعات الجمعيه البرلمانيه ال الناتو اسطنبول,False,NEU,msa,20,10,67
2215,2215,اجزاء فيلم الروابط,False,NEU,egypt,7,5,28
2216,2216,بلد بنت وسخه المنصوره,True,NEG,egypt,10,10,56
2217,2217,الشكر ليك انتماتضميرالعالمستبقيحلبحلبتباد,False,NEG,msa,22,8,77
2218,2218,هزيمه الاهلي مثال صارخ لنظام يقوم واد الحريات يخجلون,True,NEG,msa,16,9,42
2219,2219,شاهد الشووط يوتيوب مباراه الارحنتينباراجواي يوتيوب,False,NEU,msa,20,29,132
2220,2220,يخررعع,False,NEG,gulf,0,0,0
2221,2221,اينما العدل فثم الله,False,POS,msa,8,0,10
2222,2222,متعصب التنس حارم متتعه عظييمه انا مشجعين نوفاك يعني ابدا اني اكره مشاهده فيدرر ونادال وموراي وديل بوترو واساليبهم,False,POS,egypt,25,32,156
2223,2223,فعلا بوكيمون تطور,False,NEU,msa,7,11,45
2224,2224,الاعمال شهدت صراعا عادلامام محمودعبدالعزيز,False,NEG,msa,12,5,37
2225,2225,اش الاصرار هيلاري كلنتون تفوز,False,NEU,gulf,8,6,27
2226,2226,مارتن غاريكس وجستن بيبر يقودان الدراجات الترابيه,False,NEU,msa,12,12,74
2227,2227,العربيالجديد الكابوس الروسي سوريه انطلقت السياسه اعتمدها الروس عده امور اولها استه لندن,False,NEU,msa,28,22,117
2228,2228,ميريام فارس تشارك جمهورها بفيديو جديد لابنها غرفه العابه,False,NEU,msa,12,12,73
2229,2229,اسمع اغنيه بيونسيه واغنيه زين مالك فخمين وكمان جيسي,False,NEU,msa,7,11,53
2230,2230,صمت الصحفيين والاعلاميين صحف الاحزاب ووساءل الاعلام الخاصه خطوره تفعيل قانون الطوارء وتقييد الحريات وترحيبها,False,NEG,msa,39,28,130
2231,2231,شايف يا اونكل سيسي الناس بتتكلم مصر ازاي,True,NEG,egypt,9,5,36
2232,2232,اردوغان نادر الاسراءيليه الاولي اسراءيل ابعدت اسلحتها الضفه وغزه حماس تصوب سلاحها اسراءيل,False,NEU,msa,29,16,96
2233,2233,لك منا احترام وتقدير يا اخلص وانظف وانقي رءيس وزراء مصردهشام قنديل اعتذروالهشامقنديل مرسيرءيسي انتخبواالعرص انصافالاخوان,True,POS,egypt,24,23,109
2234,2234,اسراءيل تعتقل فلسطينيا وجيشها يداهم منزل منفذ هجوم القدس البوابه,False,NEU,msa,19,13,78
2235,2235,وبلاد التوحيد وفخر الاسلام بعز وشموخ دامت افراحكم يا الشعب السعودي,False,POS,msa,26,24,119
2236,2236,مرتضي منصور يتوعد مسءولي محافظه الجيزه هايستخبي الدره هييييييييييييه البلد مافيهاش قانووووون هييييييييييييه,True,NEG,msa,23,28,122
2237,2237,ﻭﺍﻗﻮلك ﺍﻳﻪ ﻃﺮﻳﻖ ﺍﻟﻜﺮﻩ ﺍﺧﺮﺗﻪ ﺍﻳﻪ ﻭﻫﻲ ﻗﻠﻮﺑﻨﺎ ﻣﺎﺗﺖ ﻟﻴﻪ ﻟﻔﻴﻦ ﻫﻨﺮﻭﺡ ﻣﺎ ﺑﻴﻨﺎ ﺷﻴﻄﺎﻥ ﺍﻣﻠﻨﺎ ﻳﺎﻭﻃﻦ ﺧﻠﺼﺎﻥ ﻣﺤﺪﺵ ﻓﻴﻨﺎ ﻣﺶ ﺧﺴﺮﺍﻥ ﻭﻻ ﻣﺠ,False,NEG,egypt,28,7,4
2238,2238,محمد عساف زي فكرتي دخلوا فلسطين مو تطبيع التطبيع اننا نجهلهاالتطبيع عزلتها,False,NEU,levant,21,12,83
2239,2239,الله ينعلكم وينعل هاري بوتر فوقكم,True,NEG,gulf,13,11,52
2240,2240,اخي مايكل واخي ديمتري وهم المسلمين الجدد البحرين تعرفهم الاسلام مركز رحمه بيض الله وجوهكم يا اهل ال,False,POS,msa,32,16,96
2241,2241,مادبه غداء تكريميه بيتالوسط,False,POS,msa,7,7,44
2242,2242,ناطرينك يا ملك السلام تيجي وتغسل القلوب وتجعلها نقيه طاهره محبه,False,POS,msa,22,13,76
2243,2243,فيديو مءلم لطفله سوريه جريحه تنادي والدها ظهر موقع يوتيوب مقطع فيديو مءلم لطفله سوريه تنادي ابيها بع,False,NEG,msa,29,30,140
