,Unnamed: 0,tweet,sarcasm,sentiment,dialect,total_pos_count,total_neg_count,total_sentiment_score
3226,3226,كلينيكال مش متدلعين حضرتك كلينيكال غلبانين مساكين وبيتضحك عليهم وراضيين وساكتين وبرضه مش عاجبه,True,NEG,msa,66053,33335,7.648999999999999
3227,3227,العميد الطلبه تفضل الكليه وماحدش يخرج انا هاقدر احميهم الخلفيه ورا العميد قنابل غاز عماله تضرب جوا الكليه احنا هلكانين ضحك,True,NEG,egypt,67390,57984,2.6349999999999993
3228,3228,اوباما المواطنين الاسراع التسجيل الانتخابات التمهيديه واعطاء ترامب درسا قويا,True,NEG,msa,112,30,1.182
3229,3229,عليهم لعنه الله تضيع دماء الابرياء تحل لعنه السماء ال سعود المجرمين حالفهم الضنيه وينن,False,NEG,msa,67738,74170,0.17899999999999994
3230,3230,الحمدلله نعمه الاسلام والسنه️ شركالرافضهفيعاشورا,False,POS,msa,2275,2254,-0.102
3231,3231,تحقيق تقصي لجنه دوليه منظمات امميه ترصد وتثبت قطعا تبا لكم سوريا شعبها قتل وطرد وانتم قلقون,False,NEG,msa,1948,2442,-0.69
3232,3232,الامن هيحل فشل السياسه حل فشل مبارك وفشل طنطاوي فشل السياسه يحله سياسه ناجحه وذكيه وغير كده نزيف دم كنتم تعقلون,False,NEG,msa,5495,5003,3.4429999999999996
3233,3233,«جوجل» تزاحم «ابل» و«مايكروسوفت» بتقنيه المساعد الشخصي,False,NEU,msa,6,12,-0.73
3234,3234,الاهليضمكدوووريالمحترررفيناحب شيء الانسان منع,False,POS,msa,5163,8680,-0.35300000000000004
3235,3235,حلم حلو اوله شوقني اني اكملهيناير,False,POS,egypt,13054,9169,-0.18699999999999994
3236,3236,عزامالاحمد يءكد اهميه الدور القطري المصالحهالفلسطينيه فلسطين حماس فتح,False,NEU,msa,2564,3623,-1.1869999999999998
3237,3237,الفنانه نوال الزغبي سنه,False,NEU,egypt,61,102,-0.619
3238,3238,ايه مشكله احمدالشيخ جمهور الزمالك,False,NEG,msa,17262,8144,0.77
3239,3239,سيناء الخريطه اكبر علامه نصر التاريخ تحريرسيناء,False,POS,msa,3028,2428,0.534
3240,3240,تري انت بس ضن اليمنين الشرفا اللي صاروا كلاب ايران ايران دمرت العراق سوريا والان انتم وتكذب عليكم,True,NEG,gulf,68842,49442,2.7569999999999997
3241,3241,مشروعالحاسب مراحل كتابه البرنامج بلغه فيجول بيسك ستوديو١ تصميم الواجهات ٢ ضبط خصاءص الادوات ٣ كتابه اوامر البرمجه,False,NEU,msa,1005,899,0.16199999999999998
3242,3242,الدوله تلتزم بتيسير سبل التراحم والتضامن والتكافل حسن خاصم ليلي الدوله لازم تصالحهم,False,POS,msa,5863,4552,-0.33399999999999996
3243,3243,الحاسب اللوحي بنظامي اندرويد ويندوز غيغابايت الذاكره العشواءيه بسعر,False,NEU,msa,112,39,1.723
3244,3244,ترامب اصبحت رءيسا لامريكا ارسل هيلاريكلنتون للسجن ثورقادح,False,NEG,msa,629,853,-0.415
3245,3245,راجعت الردود فوجدت المتزمتين دينيا الاكثر استعدادا للتطاول بالبذاءات انهم يخافون النقاش حتي تهتز محفوظاتهم يفكروا,True,NEG,msa,5767,7516,-0.376
3246,3246,موكب جنازه كاسترو يتوقف ضريح غيفارا رحلته الاخيره,False,NEU,msa,17,8,1.5050000000000001
3247,3247,ليته هاري بوتر بس يحتريني شي المسلسلات والافلام والانميات يحتريني,False,NEG,msa,48423,50103,-0.709
3248,3248,العراق يصرخ المحافل,False,NEG,msa,0,0,0.0
3249,3249,يا عسكري واقف بالفرس جتتي انت البطل انت فتوه حتتي تقول هاخد البلد هقولك خدها بس جثتي,False,NEG,egypt,149879,87244,7.279
3250,3250,يدعون الثوره العظيمه انقلاب عسكري يجهلون يكذبون الحالتين يهينون الشعب المصري ويستهينون بتضحياته وبدم شهداءهم الابرار,False,NEG,egypt,398,195,1.254
3251,3251,الاخوه اليمنيين نرجوا غايه الرجاء التدخل شءون اليمن وكفي دعوا الامر للسفير الامريكي والايراني والسعودي,False,NEG,msa,52,8,1.662
3252,3252,اليمن مجزرهالقاعهالكبري احمدوا الله واشكروه فانتقاذه للزعيم وحفظه وحمايته وتوفيقه طول السنوات,False,POS,msa,66185,74045,-0.34
3253,3253,é ريكي مارتن وحبيبه السوري ايوان يوسف تعرفوا,False,NEU,msa,522,1027,-1.9970000000000003
3254,3254,الاخوان وحشين العسكر وحشين الثوار وحشين الفلول وحشين بس انا عندي حل نستورد مواطنين وقيادات اه ليه,True,NEG,egypt,111190,97143,0.8769999999999999
3255,3255,العيب نقول داعش تمثل السنه تقتل اخوننا حزب الله الحجاز يمثل الشيعيه يقاتلنا الارهاب دين مذهب,False,NEG,msa,66510,73079,4.516
3256,3256,سيفعل سلمان احلافه يا تري اسراءيل منعوا الاذان القدس,False,NEG,msa,55351,28072,0.9660000000000001
3257,3257,مترجعوا مبارك اقتلوا الشباب اللي باقي ده اللي ناقص يا جيشكامبديفيد سيسيكوهن,True,NEG,egypt,76937,37077,2.3189999999999995
3258,3258,عاجلا اجلا سيمرغ انف بوتن سوريا وكل كلاب ايران المنطقه الدعم سيستمر والنصر ات باذن الله,True,NEG,msa,64195,72276,0.5250000000000002
3259,3259,محمديسريسلامه صاحب رساله كافح اجلها طيله حياته ولذلك فحتي موته بمثابه رساله,False,NEU,msa,2863,1731,1.033
3260,3260,الاممالمتحده بصمتهاالمخزي تعتبر شريك مباشر لمجازر العدوان السعودي الامريكي,True,NEG,msa,373,216,1.034
3261,3261,يعني ناس قعدت تنكر تعريه البنات وبعدين قعدت تبرره مستني منهم فجاه ينتفضوا لكرامه الانسانللاسف كلنا هندفع تمن غياب العدل البلد,True,NEG,egypt,10348,11331,0.9400000000000002
3262,3262,الرءيس اللبناني ميشال عون خسر الاسد الحرب لتحولت سوريا ليبيا ثانيا لقد اصبحنا مضرب,False,NEU,msa,1468,1697,0.4940000000000001
3263,3263,المشكله خطاب الاخوان عدوا تلاتين سته الخطاب الفاشي اللي شغال دلوقتي الليبراليين,False,NEG,msa,3397,1732,2.262
3264,3264,رحم الله الحاضر الغاءب ايقونه النضال الفلسطيني محمود درويش تحيه ودعاء ذكراه,False,POS,levant,65682,77899,-0.5050000000000001
3265,3265,الناس ينطبق عليهم القول امطرت السماء حريه عبيد سترفع الشمسيه,True,NEG,egypt,152,46,1.069
3266,3266,لمن يسال عنوان ديوانشيبان يقام درسالاثنين الفحيحيل قطعه شارع المخفر انشر الكويت,False,NEU,msa,1410,959,0.812
3267,3267,عالبوابه الرءيسيه شو بتهياله يعني الله يفرح الناس بس واضح طالع متعلم وفهمان,False,POS,msa,109417,113533,1.782
3268,3268,الساده الخبراء السياسيين اللي بيقولوا مصر والسعوديه مصير احب اقول لك يا حبيبي قلب الماما اللي شارك ودعم وصدر ومول الار,False,NEG,egypt,72212,60623,1.0360000000000003
3269,3269,فيديوتصوير جوي عالي الجوده يظهر الدمار الهاءل حلب نتيجه قصف الطيران الروسي والنظام السوريسورياالسعوديه,False,NEG,msa,1890,1707,0.19100000000000006
3270,3270,لاصحاب الحرف يشارك كتابي نقيضفكريفي معرضالكويتالدوليللكتاب,False,NEU,msa,48,174,-1.3840000000000001
3271,3271,ابل تتصدر قاءمه اعلي الشركات قيمه,False,NEU,msa,3429,3157,-0.23500000000000001
3272,3272,محلل صهيوني اتفاقيه الغاز الاردن واسراءيل ستجعلنا نحصل دولارللحجب,False,NEG,msa,199,70,1.905
3273,3273,عاصفه غضب يمنيه وجه السعوديه,False,NEG,msa,2157,2573,-0.5630000000000001
3274,3274,انتظرونا قريبا كليومجمعه وحلقات خاصه المع النجوم عمرواديب,False,NEU,msa,0,0,0.0
3275,3275,اعلام العار ساند منتخب مصر غانا لينسب الفوز لسيسي فخسرنا بالسته وتجاهل الاهلي كرها ابو تريكه ففزنا بكاس,False,NEG,egypt,7540,4125,2.4789999999999996
3276,3276,حكم بالحبس نقيب الصحفيين والبلشي قضيه ايواء مطلوبيناتفرج بقي ضمير الاعلام الغربي اللي شوفناه اردوغان نفذ مذبحه الصحافه,True,NEG,egypt,19006,8073,3.3739999999999997
3277,3277,الامريكان اكتشفو امكانيه وجود مياه المريخ المصريين اكتشفو فول لوحده اكتر,True,NEU,egypt,1007,788,0.761
3278,3278,لعبه تتصدر قاءمه التطبيقات تحميل ٦٢ دوله,False,NEU,msa,90,103,-0.245
3279,3279,التجاره باﻵم وجهل الغير يتساوي الضباع نهش كرامه واسرار بسطاء لكسب نقاط لﻷنتقام,True,NEG,msa,6,6,-0.111
3280,3280,هاتريك ميسي ال١٩ مرمي مدريد,False,NEU,msa,532,545,-0.203
3281,3281,اتوقع باقي انا وكم شخص للحين ماحملنا لعبه بوكيمون,False,NEU,gulf,66844,62271,-1.552
3282,3282,تظن النهايهوفي مره يصلح ربك شي,False,POS,msa,7305,12571,-0.698
3283,3283,هاري بوتر هاري بوتر,False,NEU,msa,198,468,-0.02400000000000002
3284,3284,بالصور اطرف اللقطات باراك اوباما طوال سنين الرءاسه,False,NEU,msa,733,233,2.404
3285,3285,كنت تقصد داعش جبههالنصره فانت خطا اعمالهم الارهابيه المدنيين العزل,False,NEG,msa,1070,648,1.7899999999999998
3286,3286,صور مفتي الاخوان المسلمين القرضاوي حاخام يهود طغاه العرب انصافالاخوان,False,NEG,egypt,662,800,-1.5620000000000003
3287,3287,انت ولينا فاغفر لنا وارحمنا ۖ وانت خير الغافرين,False,POS,msa,35778,16827,3.109
3288,3288,مش رجاله الخليج بس اللي بيشقطوا دا كمان بقت ستات الخليج بتنافس وتشقط رجاله مصر دولهالكفته,True,NEG,msa,90545,60824,3.226
3289,3289,يصفقني ويخليني انقلع اذاكر لان باقي ٣ صفحات خلصتها بليز اقروها بلحن لوڤ مي حق جستن بيبر,False,NEG,levant,7922,9314,-1.8769999999999998
3290,3290,يكافء تفوه بعبارات كراهيه وعنصريه المسيحيين بتعيينه لجنه الدستور يخرج مزق الانجيل بكفاله فلا تندهش يحدث,True,NEG,msa,25,63,-1.8930000000000002
3291,3291,سيسي سلمان يربيه ايقافامدادمصربالنفط,True,NEG,msa,193,74,1.625
3292,3292,عشانخاطرماسر متحوطيش اخوكي الصغير الطرحه,True,NEG,egypt,76,12,1.6680000000000001
3293,3293,تصف بيونسيه افخاذه,False,NEU,msa,0,0,0.0
3294,3294,احسنت واجدت اخ الاسلام,False,POS,msa,4827,3517,0.205
3295,3295,حصار المتظاهرين واستءجار البلطجيه لضربهم وقتلهم ومنعهم العلاج الجراءم تحدث يرتكبها يا للنفاق الرخيص,False,NEG,msa,55591,28384,0.43699999999999994
3296,3296,ليبيا بركه يدعو لتشكيل قوه امنيه لوقف الاقتتال سبها اخبارليبياالان ليبيا,False,NEU,msa,275,279,-0.486
3297,3297,التصويت للكوكب التنس فيدرر,False,NEU,msa,0,0,0.0
3298,3298,مايك فغالي نجلاء قباني خربوا المفاجات مجهزها رب العالمين للبشريه عال الجهلينتصر ماع ماع,False,NEG,gulf,15859,12003,0.004999999999999893
3299,3299,القياس الفاسد ياتي يقول لماذا نتعامل القاعده داعش,False,NEU,msa,734,595,0.22699999999999998
3300,3300,شقيقه بيونسيه تنافسها وكريغ يترك جيمس بوند يبدو دانيال كريغ رايه حيال اداء دور جيمس بوند,False,NEU,msa,1672,1324,-0.2310000000000001
3301,3301,ادين باقي المصريين جميعا الاعتداء الهمجي الاستاذ خالد داوود بواسطه انصار الاخوان الارهابيين الثوره ستنتصر الارهاب,False,NEG,msa,2946,3667,0.593
3302,3302,المادريديستا تحدي,False,NEU,egypt,380,205,0.504
3303,3303,عاجل استقاله وزير السياحه احتجاجا تعيين محافظ الاقصر زال مصر رجال يفضلون الوطن المناصب تحيه,False,NEU,msa,4376,2394,2.774
3304,3304,ديلان زلت دهشه الفوز بجاءزه نوبل جاءزهنوبل,False,POS,msa,29,6,1.344
3305,3305,مءلم ومءثر ام فقدت طفليها نتيجه القصف الروسي حي بستان القصر مدينه حلب شاهد الفيديو انشر رتويت,False,NEU,msa,9158,9526,0.08699999999999997
3306,3306,متخترش حد انت مش حياته  مشتاقاسمعجملهعادلامامكلمهلحبيبقلبكحباعمي,False,NEU,egypt,65630,34073,1.2720000000000002
3307,3307,توران يعلن رفض برشلونه الصين للتخلي,False,NEU,msa,290,292,-1.409
3308,3308,بينهما احاديثو بينه حكام العرب افعالفدعوا اردوغان سلطوا الضوء مجددا بقيه المتقلبين الاسره,True,NEU,msa,89,3,3.002
3309,3309,فرص دي بروينه تزداد للمشاركه برشلونه,False,POS,msa,17651,7070,0.804
3310,3310,افضل فلم شاهدته الاطلاق سلسه افلام هاري بوتر,False,NEU,msa,2879,1891,0.394
3311,3311,بالفعل مصر تعيش اهبل استفتاء عرفته البشريه يرث الله الارض انتخبوني بالعافيه شعار المرحله ده مستخبيلك فين يامصر اللهم ارفع مقتك وغضبك عنا وارحمنا يا ارحم الراحمين,True,NEG,egypt,144886,111135,2.6299999999999994
3312,3312,يعني مش هاري بوتر زي الاموره دي بتقول,False,NEU,egypt,58306,29382,2.66
3313,3313,احاول اتعاطف رماني بالخيانه والكفر واستخدم الدين لتحريض الناس وعرض اسرتي للخطر شكك الناس ديني طب ازاي,False,NEG,egypt,7896,3950,2.169
3314,3314,واخيرا تحديث كامل لبرنامج الرسامالشهير نظام ويندوز,False,NEU,egypt,2016,1949,-0.12599999999999995
3315,3315,التراب اللي بالرياض ببطني عليكم الحين تقدرون تطلعون ضبطت لكم الوضع,False,NEG,msa,460,616,-2.016
3316,3316,يخرب بيت الوسط المنتهي,False,NEG,egypt,3337,3677,-0.20800000000000002
3317,3317,انهاك حزب الله استعرض ارض سوريا بالسلاح الثقيل مدرعات دبابات ناقلات جند ينقصه الطاءرات الحربيه,False,NEG,msa,65354,73382,1.9560000000000002
3318,3318,باذن الله سيتوج مدريد بلقب الحاديه حينها سينسون فرحتهم بالقابهم المزيفه وسينحبون فرحه جماهير الريال بتوسع الرقعه,False,POS,msa,63979,72145,-0.41800000000000004
3319,3319,فودافون رايحه بينا مصنع الكراسي وده قمه الاستهبال العلمي,True,NEG,egypt,206,72,1.9349999999999998
3320,3320,مكان الاختلاط جات المدارس يعني اش حيسير مثلا ماذالوالمدارسمختلطه,False,NEU,gulf,2359,2373,0.947
3321,3321,برا جوا مفيش حاجه بخير,False,NEG,egypt,2826,1551,1.0670000000000002
3322,3322,مساكن هنانو احياء شرق حلب حررها الجيشالسوري وحلفاءه رجس الارهاب الارهابيين,False,NEU,msa,330,204,-0.5620000000000002
3323,3323,مقتطفات كلمه صاحب السمو حاكم الشارقه الجامعه القاسميه بمناسبه العالمي للغه العربيه,False,NEU,msa,3155,1865,1.056
3324,3324,الحريري عرض واوغلو الاوضاع واولم تكريما لهاستقبل الرءيس سعد الحريري بيت الوسط وزير الخارجيه,False,NEU,msa,5209,4812,1.319
3325,3325,البرادعي رموز مصر اللي يقف معهم زباليين والسيسي لعامه الشعب انتو نور عنيناعلشان كده سانتخبالسيسي تحيا,False,POS,egypt,5821,2607,2.37
3326,3326,اكتب غوغل معني شكوبي وستجد الشرح ض,False,NEU,msa,1820,1121,0.6240000000000001
3327,3327,الراي العام منحه «الصندوق الكويتي للتنميه» لعلاج الاطفال السوريين النازحين,False,POS,levant,0,0,0.0
3328,3328,ميسي كرستيانو كاسانو كرستيانو نادال سقط يستطيع النهوض ميسي فيدرر داءما القمه,False,POS,msa,469,321,2.3289999999999997
3329,3329,الهاشتاغ الاكثر تداولا لبنان عباسفيغينيسبوك جامعهمشحسينيه الجامعهبترجعجامعه منيمرعشلي حملهدفي وينن الضنيه لافروف,False,NEU,msa,240,119,0.558
3330,3330,حلب المحتله التجمد بدرجات حراره درجات الصفر وغدا الثلاثاء الصفرحلب سورياطقسالعرب,False,NEG,msa,42,47,-0.221
3331,3331,بانقتان توهم دخلو حفل وقعدو المقدم بانقتان سونيوندانبانقتان,False,NEG,msa,444,724,-5.965
3332,3332,بلالفضل مفتقد مقالاتك,False,POS,msa,15,16,-0.172
3333,3333,قليل الجبير يلتقي ابوالغيط الجامعه العربيه القاهره مصر سوريا السعوديه,False,NEU,msa,4227,2591,0.09700000000000009
3334,3334,قصه قصيره عرف ربه فاحبه فعاش سعيدا,False,NEU,msa,8944,8034,-0.004
3335,3335,قل للدستور تنقذ مصر العنصريه والدسكتاتوريه والتقسيم,False,NEU,msa,3367,1619,0.685
3336,3336,صوم عاشوراء لمن قضاء رمضان,False,NEU,msa,479,374,-1.165
3337,3337,عادلامام هنيدي رمضان سميرغانم وحضور كثيف للنجوم عزاء محمودعبدالعزيزشاهد بقيه الصور,False,NEU,msa,381,280,1.0190000000000001
3338,3338,البيبي وش يسوي,False,NEU,msa,53,170,-2.85
3339,3339,تبرءه ساءق حمدين صباحي المتلبس بحمل السلاح وسرقه الاثار كتبت لكم سيسير مطيعا الانقلاب يءيد سيسي ترشح للرءاسه,True,NEG,msa,709,780,2.17
3340,3340,فافرينكا سءل يتمناه لرياضهالتنس الاعوام المقبله رد فافرينكا روجر فيدرر بصحه جيده روجر كمال التنس ️,False,POS,msa,4144,3252,2.912
3341,3341,سبق عمرو موسي اتحمل مسءوليه فشل الجامعهالعربيه,False,NEU,msa,1601,1031,1.793
3342,3342,يونيسيف موت طفل القدس حلب,False,NEG,msa,1990,3840,-1.6510000000000002
3343,3343,السعوودياتمرهلاتساعات نساءيه ماركه غوتشيمع الاساور والخواتم وكرت الضمان ب,False,NEU,gulf,7104,10412,-0.493
3344,3344,يخرب عقلك يا مرتضي دي رياضه يا خبوء عشان مصر كلها ده شرف ليك روحت شاركت بنفسك شرف لاي حد يا باف مرتضي منصور كهربا يشارك الاهلي وديه اتليتكو باذني,True,NEG,egypt,214524,105180,10.347
3345,3345,يذكرني بحصار بيروت ومناطق واسعه لبنان الجيش الاسراءيلي للجيش السوري الجبان وبعد اتفاق بواسطه الامم,False,NEG,msa,358,170,1.772
3346,3346,بص يا سيدي انا فض اعتصام بالقوه واعلنت ده الحرس الجمهوري وايضا غلق المحطات يجعلني ادعم طفاسه قيادات فاشله,False,NEG,egypt,136775,88338,3.0249999999999995
3347,3347,طقطقه وتجربه حلوه,False,POS,egypt,0,0,0.0
3348,3348,الحيوانات زهقت حتطفش مصر الديابه لموا هدمهم مصرحيين بقلناش عيش المصري غدر باخوه,True,NEG,egypt,3714,1859,0.33499999999999996
3349,3349,حلب الجيشالحر يفجرمبني تتمركز داخله قوات النظام حي سليمانالحلبي بمدينه حلب انباء قتلي وجرحي صفوف النظام,False,NEU,msa,1449,1369,0.528
3350,3350,صورجيش الاحتلال يداهم منزل المواطن محمد غنام ويسرق الاف شيقل وحصاله طفله ويقوم باعتقاله وتحطيم مدخله قريه,False,NEG,msa,3242,2141,0.464
3351,3351,الرءيس الاميركي باراكاوباما يرحب بفرق الاولمبياد البيت الابيض,False,NEU,msa,0,0,0.0
3352,3352,فزاعه الفلوليه,True,NEG,egypt,0,0,0.0
3353,3353,النادي الاهلي النادي الرسمي للدوله المادهلاولي,False,NEU,msa,0,0,0.0
3354,3354,اكبر خساره خسرناها نظام مبارك الثروه البشريه,False,NEG,msa,3717,2345,1.7839999999999998
3355,3355,الزباله اعلي الدرج خيي شادي حريات للشعببس اكيد حيوانات حاكمه الشعبو بدك للمظبوط الحق عالشعب البهيم يللي بعدو بينتخب الزريبه ذاتها بلد,True,NEG,levant,10157,5855,2.6159999999999997
3356,3356,اوباما يكتب اخباره باسمه المجرد وبعض السياسيين العراقيين يكتبون المكتب الاعلامي للناءب,True,NEG,msa,112,30,1.182
3357,3357,هات عذب السوالف تهيا ودي امسك صوتك بكفي واحبه,False,POS,msa,2548,2207,-1.157
3358,3358,الناس حلب الشرقيه تتهجر والان سكان حلب الغربيه يحتفلو الشوارع حلب حلبتبادالغضبلحلب,False,NEG,msa,127,152,-2.5660000000000003
3359,3359,الحريري يلتقي المبعوث الصيني الخاص سوريا الخامسه عصرا بيت الوسط,False,NEU,msa,3585,4099,-0.849
3360,3360,الحمدلله️️,False,POS,msa,0,0,0.0
3361,3361,لقب برنس الاسبوع يذهب محمد يسري سلامه,False,POS,msa,3723,2005,3.8399999999999994
3362,3362,وجهان لعمله واحده اسمها امريكاسواء هيلاري كلنتون ترامب فكلاهما يعملون بخطه واحده دمار العالم,False,NEG,msa,78,49,1.5430000000000001
3363,3363,فهمت ليش,False,NEG,msa,7,3,0.5820000000000001
3364,3364,تقرا القران رمضان تفهم معانيه وتفكر نويت تختم القران رمضان تعرف ثواب قراءه وتدبر,False,NEU,msa,1944,1149,2.5909999999999997
3365,3365,لكل يريد يري صوره الاسلام مشوهه دعه يحضر عاشوراء الشيعه,True,NEG,msa,5,20,-1.364
3366,3366,ترتبط بفتاه تجيد الطبخ فالحب يطبخ لك الغدانزار بريانيمعرضالكويتالدوليللكتاب,False,NEU,msa,0,0,0.0
3367,3367,اهلا بيك وطنك تشرف حد يابطل احمدشفيق,False,POS,egypt,7618,7229,3.044
3368,3368,بوابهالوفدزينه عادلامام يتصدران استفتاء الوفد الفني,False,NEU,msa,37,4,1.9169999999999998
3369,3369,الرستاقالمولدالنبويالشريفاحتفاليه المدرسه الهنديه الرستاق رعايه ناصر العبري عضو مجلس الشوري,False,NEU,msa,929,662,0.878
3370,3370,وخوذه للواقع الافتراضي غوغل سعرها بعده الوان تلبيسه قماشيه رماديه قرمزيه فضيه,False,NEU,msa,18,3,1.762
3371,3371,ايران اعدام سجينين سجن «بارسيلون» مدينه خرم ابادالاعدام الانتهاكحقوقالانسان,False,NEG,msa,809,586,2.3129999999999997
3372,3372,اجواء ممطره خيرات اردننا الحبيب صباحكم جميلكرتكوم حبالاردن الشتاء عمانيات,False,POS,msa,0,0,0.0
3373,3373,هانت ايامنا والحب هانوانت قلتلي فرقاي موتايه اكتفي صدري طعون مابه مكانكنت اعشقك جرح والم حكي وسكوتعمري اهتني جيتك واليوم شانمن غيبتك الفرح عمر ويفوتلا مرني صوتك خطا طيف بانوش حيلتي ارتجي ربي الثبوت,False,NEG,msa,6402,9095,-6.351999999999999
3374,3374,احقر الحقرا المزروعي خلفان تربيه عيال زايد العذبه بلا ضمير يشوف دم اليمني رخيص يشجع عبدالملك الحوثي ويقول رجال كفو يعلم قتل منا اطفال نسا شباب ضمير شوف المتابعين حقهم يرتوتو بدون يقولو حرام عيب الكلام لان مصلحتهم اهم,True,NEG,msa,15485,14008,0.6799999999999999
3375,3375,بطني معاد اقدر ياربي سيسي ومرسي,False,NEG,egypt,476,2405,-4.076
3376,3376,تلاحظون نعي وفاه المقبور فيدل كاسترو يجدون الديكتاتوريه ملاذهم وماواهم كاسترو,True,NEG,levant,30,52,-0.647
3377,3377,حملت ماريو وبديت العب اقدر اتباري معكم زيه زي غيره,False,POS,egypt,7764,5925,-2.0839999999999996
3378,3378,حدا فات غوغل سال قديش الشيعه بالعالمقديش الشيعه بالهلال الشيعيقديش الشيعه بلبنانولي ولي ولي مين قارينا,False,NEU,levant,4901,5929,-1.1489999999999998
3379,3379,الافضل برايكم ليلي كولينز جيسكا البا بيونسيه سارا جيسكا,False,NEU,msa,229,243,-0.17
3380,3380,الجيش الحر السوري يرسل رساله لروافض العراق ايران لبنان ️هذا مصير ونهايه يدخل حلب الحريه حلب الاسلام سوريا بغ,False,POS,msa,993,837,1.073
3381,3381,ادانه مديره صندوق النقد الدولي ب«الاهمال» فرنسا,False,NEG,msa,407,268,0.474
3382,3382,خفوا الراجل يا جماعه ده كده بقي خلاص سامي هينام,True,NEG,egypt,96846,45920,3.999
3383,3383,فعاليات لجنه الخريجين والتوجيه الوظيفي تختار تخصصك وتطبيقات عمليه عمليه اتخاذ القرار,False,NEU,msa,15,13,0.022000000000000002
3384,3384,حريه التعبير تتضمن التحريض العنف الفتنه الطاءفيه خطاب كراهيه,False,NEG,msa,140,98,0.243
3385,3385,هيلاري كلينتون نظام بشار الاسد يرتكب اباده جماعيه والوضع السوري كارثي تلقت المرشحه الديمقراطيه الامريكيه,False,NEG,msa,1035,654,3.159
3386,3386,ﺑﻴﻦ ﻧﻔﺲ ﻓﻴﻨﻲ صوتكك نوالالزغبي اغليالحبايب,False,POS,egypt,4,6,-0.44799999999999995
3387,3387,تامين بنغازيمش انك تحط سياره شرطه مفترق وتقمعز وحدين يهدرزوا,False,NEG,magreb,217,150,0.2569999999999999
3388,3388,عدي وغسان ابو جمل ولاد العم العمليه الاستشهاديه المزدوجه القدس المحتله عاشتالذكريودامتالثوره,False,POS,msa,3966,2636,0.249
3389,3389,انتخاباتمجلسالامه صوووتك امانه صووتك اماانهصوتك لمن يستحق الوصول لقبه عبدالله السالم نسال الله التوفيق لكل صالح وامين الكويت اهم شء,False,NEU,gulf,68708,74934,-1.1780000000000002
3390,3390,دستوور,False,NEU,msa,0,0,0.0
3391,3391,مبروك,False,POS,msa,1672,431,1.2429999999999999
3392,3392,هيلاري كلنتون,False,NEU,gulf,48,2,2.091
3393,3393,انتهيت اداء العمره منظر عظيم تجد الملايين يستغيث ون بالله تعالي يا رب انصرنا احفظ بلادنا افتح,False,POS,msa,75066,44682,-1.4980000000000002
3394,3394,روبينيو فضلت مدريد برشلونه لتواجد عددا كبيرا اللاعبين البرازيليين مدريد المدرب لوكسمبورج,False,POS,msa,760,820,-0.374
3395,3395,بس سءال رفيع للاخوان بالنسبه لرجال الاعمال اللي رءيسكم بيكلمهم بكل حنيه ودلال مش دول برضه الفلول اللي صدعتونا انهم بيتامروا,True,NEG,egypt,74493,54371,1.315
3396,3396,غردكانكفيالتسعينياتشريط كاسيت بدي دوب بيجنن اليساعطل مسجل اد عم عيد فيه,False,NEU,msa,7776,4163,2.626
3397,3397,بس فجرت القاعده جبهه النصره باوروبا مو تجون وتقولون اسلام وما اسلام,False,NEG,gulf,49443,46909,1.197
3398,3398,ثانويه الملكعبدالله الخرج تكشف اسرار غوغل لطلابها,False,NEU,msa,11,8,0.0010000000000000009
3399,3399,وين سارح فاقد الاحساس واضح كنت ترسم كتبت عيونك مسارح يا ماكانفيك الشوق فاضح سري,False,NEU,gulf,57690,29759,0.4000000000000001
3400,3400,ﻷنك انت حياتي بالدنيا يصير  كلمهحلوه,False,POS,egypt,25506,10407,0.44200000000000006
3401,3401,محمودسعد انا بحب الراقصات وهم راسي,False,NEU,egypt,62843,55266,-0.32699999999999996
3402,3402,القاكم ربع ساعه برنامج الحياه قناه الحياه للحديث قضيه الاساءه لرسولنا الكريم صلي الله وسلم,False,NEU,msa,67831,73963,-1.21
3403,3403,تطبيق لعشاق الكيمياء اندرويد,False,NEU,msa,310,159,1.663
3404,3404,اللهم ارزقنا نعيم الجنه امين,False,NEU,msa,4197,5558,-1.048
3405,3405,الواضح الاحزاب السياسيه امريكا متفقه هيلاري كلنتون الرءيس القادم للولايات المتحده,False,NEU,msa,576,223,2.848
3406,3406,اوقات لازم تشيل التفاحه الصالحه السله المليانه تفاحات فاسدينابوصعب حكومهلبنان,False,NEG,msa,4486,3652,0.095
3407,3407,رد سءال برلماني ابل مشروع جنوب عبدالله المبارك سلم للسكنيه,False,NEU,msa,8519,6093,1.491
3408,3408,بسم لله رحمن رحيموصلاه والسلام اشرف الانبياء والمرسلين واشهد الله الله واشهد محمد رسول الله,False,NEU,msa,195651,218856,0.4620000000000001
3409,3409,اعطوني حظ تشيلسي مدريد محمود شفيق محمد مصطفي احكم العالمعبد الفتاح السيسي,True,NEU,egypt,6040,5096,3.997
3410,3410,قطع الحطب المحلي فليس ضرر لانه قطعه ينمو جديد الظاهر المصادره والله اعلم تنشيط استيراد الفحم الخارجي,False,POS,msa,4590,4701,3.742
3411,3411,انصار مرسي يحرقون محكمه ومتحف ملوي بالمنيا واعمال سلب ونهب واسعه بالمدينه,False,NEG,msa,705,262,1.7990000000000002
